supplier,origin_port,destination_port,carrier,type,origin_country,destination_country
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
Gerifruit Organic Fruit,Guayaquil,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Texas,Toronto,Traffix,Ground,United States,Canada
ASOGUABO,Guayaquil,Philadelphia,Seabord,Ocean,Ecuador,United States
"Equifruit, Inc.",NaN,Montreal,Connors,Ground,NaN,Canada
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Surgesa S.A.,Guayaquil,Philadelphia,Sealand,Ocean,Ecuador,United States
Prieto Export S.A. Agricola Prietoexport S.A.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Texas,Toronto,NaN,Ground,United States,Canada
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Gerifruit Organic Fruit,Guayaquil,Philadelphia,Sealand,Ocean,Ecuador,United States
Coliman Pacific Corporation,Pharr,Toronto,NaN,Ground,United States,Canada
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Texas,Toronto,Traffix,Ground,United States,Canada
ASOGUABO,Guayaquil,Philadelphia,Seabord,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Seabord,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,Pharr,Toronto,NaN,Ground,United States,Canada
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Surgesa S.A.,Guayaquil,Philadelphia,Sealand,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,Toronto,Loadex,Ground,NaN,Canada
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
Marplantis Organic Sustainable Agriculture,Guayaquil,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Coliman Pacific Corporation,NaN,NaN,Loadex,Ground,NaN,NaN
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,NaN,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,Loadex,Ground,NaN,NaN
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
Coliman Pacific Corporation,NaN,NaN,Loadex,Ground,NaN,NaN
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Seabord,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,Toronto,Loadex,Ground,NaN,Canada
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,Toronto,Scotlynn,Ground,NaN,Canada
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,Loadex,Ground,NaN,NaN
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,Loadex,Ground,NaN,NaN
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Toronto,Sealand,Ocean,Peru,Canada
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Paita,Philadelphia,NaN,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,Toronto,Scotlynn,Ground,NaN,Canada
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
ASOGUABO,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,Toronto,Scotlynn,Ground,NaN,Canada
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,Sealand,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,Sealand,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Network,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,Sealand,Ocean,Nicaragua,United States
Coliman Pacific Corporation,NaN,NaN,Loadex,Ground,NaN,NaN
Coliman Pacific Corporation,NaN,NaN,Scotlynn,Ground,NaN,NaN
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,Sealand,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
COQUIMBA,Chinandega,Philadelphia,NaN,Ocean,Nicaragua,United States
C.I. AGRICOLAS LAS FLORES S.A.S.,Santa Marta,Philadelphia,NaN,Ocean,Colombia,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
APPBOSA,Paita,Philadelphia,NaN,Ocean,Peru,United States
ASOGUABO,Puerto Bolivar,Port Hueneme,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
ASOGUABO,Puerto Bolivar,Philadelphia,NaN,Ocean,Ecuador,United States
