Status,Type,Waybill Number,Date,Shipper,Consignee,Carrier,Origin Port,Destination Port,Pieces,Weight (lb),Volume (ft³),Name,Layout,Departure Date,Arrival Date,System Creation Date,Intermediate/Broker,Executed Place,Executed By,Booking #,Forwarding Agent,Destination Agent,Origin Country,Destination Country,Direction,Master Waybill,Is Liquidated,Transactions Balance (CAD),General Order Date,Income (CAD),Expense (CAD),Profit (CAD),Cost PP. (CAD),Cost Col. (CAD),Inc. PP (CAD),Consolidation Income (CAD),Consolidation Expense (CAD),Consolidation Profit (CAD),Consolidation Real Profit (CAD),Folder,Volume weight (Vlb),Chargeable Weight (lb),Value,Description,Container Number,Deliver To,Modes of Transportation,Has Transactions,Vessel,Amount of Containers,40' Containers,45' Containers,Commodities Description,Last Event,Place of Delivery,Importer,Billing Client,Shipper Address,Consignee Address,Notify Party Address,Forwarding Agent Address,Destination Agent Address,Deliver To Address,Shipper Name & Address,Consignee Name & Address,Warehouse Receipts,Temperature Setup,Generator Setup,TEU,FEU,Shipper Name & Address & Phone,Consignee Name & Address & Phone,Dimensions,Cut Off Date,Spotting Date,Package,House count,On-Carriage by,Documentation Cut-off Date,IT Date,Container Tracking,ETA Update,Terminal,x dock date
Delivered,Ocean,ZIMUGYL00003387,11/30/2023,Marplantis Organic Sustainable Agriculture,"Equifruit, Inc.",ZIM,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3231,Straight,12/03/2023,12/13/2023,11/30/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,ZIMUGYL00003387,No,0.00,12/15/2023,0.00,"17,336.07","-17,336.07","17,336.07",0.00,0.00,0.00,"17,336.07","-17,336.07",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","17,713.08",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,ZMOU8940120,"Equifruit, Inc.","Vessel, Containerized",No,H MERCURY 9946245,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3231,,No,2,1.0,"Marplantis Organic Sustainable Agriculture
DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador
(593) 042 388457","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,11/30/2023,11/30/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,NQSH33101DP50104,11/30/2023,PRIECOR S.A.,United Safety Agents,Network,Puerto Bolivar,Hueneme,1,"3,747.86","2,359.59",3237,Straight,12/03/2023,12/14/2023,11/30/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,NQSH33101DP50104,No,0.00,12/15/2023,0.00,"17,342.46","-17,342.46","17,342.46",0.00,0.00,0.00,"17,342.46","-17,342.46",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","17,578.89",Banano Cavendish Organico Fairtrade 3lb Banda Costco,ZMOU8940120,United Safety Agents,"Vessel, Containerized",No,DEL MONTE PRIDE 9869693,1,1,0,,Delivered to consignee,Calgary,,Krown Produce  Fresh At Its Best™,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"PRIECOR S.A.
Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador","United Safety Agents
",3237,,No,2,1.0,"PRIECOR S.A.
Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador
593 7 294 1129","United Safety Agents
",1x459.45x90.16x98.43in,11/30/2023,11/30/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU233429445,11/28/2023,COQUIMBA,"Equifruit, Inc.",Maersk,Chinandega,Philadelphia,1,"3,747.86","2,359.59",3232,Straight,12/02/2023,12/11/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Nicaragua,United States,Incoming,MAEU233429445,No,0.00,12/13/2023,0.00,"13,122.68","-13,122.68","13,122.68",0.00,0.00,0.00,"13,122.68","-13,122.68",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","13,358.82",Banano Cavendish Convencional Fairtrade con etiqueta,MNBU0633321,"Equifruit, Inc.","Vessel, Containerized",No,MAERSK VENEZIA 9344681,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","COQUIMBA
Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3232,,No,2,1.0,"COQUIMBA
Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua
505 2341-3882","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,11/28/2023,11/28/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU233429366,11/28/2023,COQUIMBA,"Equifruit, Inc.",Maersk,Chinandega,Philadelphia,1,"3,747.86","2,359.59",3223,Straight,12/02/2023,12/11/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Nicaragua,United States,Incoming,MAEU233429366,No,0.00,12/13/2023,0.00,"13,122.68","-13,122.68","13,122.68",0.00,0.00,0.00,"13,122.68","-13,122.68",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","13,358.82",Banano Cavendish Convencional Fairtrade con etiqueta,SUDU6102328,"Equifruit, Inc.","Vessel, Containerized",No,MAERSK VENEZIA 9344681,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","COQUIMBA
Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3223,,No,2,1.0,"COQUIMBA
Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua
505 2341-3882","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,11/28/2023,11/28/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,CMDUGQL0324696,11/28/2023,ASOGUABO,United Safety Agents,CMA,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3241,Straight,12/01/2023,12/12/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,CMDUGQL0324696,No,0.00,12/13/2023,0.00,"18,752.26","-18,752.26","18,752.26",0.00,0.00,0.00,"18,752.26","-18,752.26",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","19,014.91",Banano Cavendish Organico Fairtrade con banda,,United Safety Agents,"Vessel, Containerized",No,CMA CGM BEIRA 9302956,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","United Safety Agents
",3241,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","United Safety Agents
",1x459.45x90.16x98.43in,11/28/2023,11/28/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,CMDUGQL0324694,11/28/2023,ASOGUABO,"Equifruit, Inc.",CMA,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3239,Straight,12/01/2023,12/12/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,CMDUGQL0324694,No,0.00,12/13/2023,0.00,"18,007.54","-18,007.54","18,007.54",0.00,0.00,0.00,"18,007.54","-18,007.54",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","18,259.76",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,"Equifruit, Inc.","Vessel, Containerized",No,CMA CGM BEIRA 9302956,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3239,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,11/28/2023,11/28/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,CMDUGQL0324695,11/28/2023,ASOGUABO,United Safety Agents,CMA,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3240,Straight,12/01/2023,12/12/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,CMDUGQL0324695,No,0.00,12/13/2023,0.00,"18,007.54","-18,007.54","18,007.54",0.00,0.00,0.00,"18,007.54","-18,007.54",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","18,259.76",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,CMA CGM BEIRA 9302956,1,1,0,,Delivered to consignee,New York,,Top Banana,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,"415 NYC Terminal Market, Bronx, NY 10474. United States",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","United Safety Agents
",3240,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","United Safety Agents
",1x459.45x90.16x98.43in,11/28/2023,11/28/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,CMDUGQL0324747,11/28/2023,Surgesa S.A.,United Safety Agents,CMA,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3236,Straight,12/01/2023,12/12/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,CMDUGQL0324747,No,0.00,12/13/2023,0.00,"18,031.95","-18,031.95","18,031.95",0.00,0.00,0.00,"18,031.95","-18,031.95",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","18,277.88",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,CMA CGM BEIRA 9302956,1,1,0,,Delivered to consignee,New York,,Courchesne Larose,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Surgesa S.A.
Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","United Safety Agents
",3236,,No,2,1.0,"Surgesa S.A.
Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","United Safety Agents
",1x459.45x90.16x98.43in,11/28/2023,11/28/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,CMDUGQL0324719,11/28/2023,Latbio S.A.,United Safety Agents,CMA,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3244,Straight,12/01/2023,12/12/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,CMDUGQL0324719,No,0.00,12/13/2023,0.00,"17,393.58","-17,393.58","17,393.58",0.00,0.00,0.00,"17,393.58","-17,393.58",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","17,713.08",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,United Safety Agents,"Vessel, Containerized",No,CMA CGM BEIRA 9302956,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Latbio S.A.
10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador","United Safety Agents
",3244,,No,2,1.0,"Latbio S.A.
10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador
+593 98 474 9653","United Safety Agents
",1x459.45x90.16x98.43in,11/28/2023,11/28/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,CMDUGQL0324740,11/28/2023,Surgesa S.A.,"Equifruit, Inc.",CMA,Guayaquil,Philadelphia,1,"3,747.86","2,359.59",3235,Straight,12/01/2023,12/12/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,CMDUGQL0324740,No,0.00,12/13/2023,0.00,"18,031.95","-18,031.95","18,031.95",0.00,0.00,0.00,"18,031.95","-18,031.95",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","18,424.10",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,TTNU8267861,"Equifruit, Inc.","Vessel, Containerized",No,CMA CGM BEIRA 9302956,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Surgesa S.A.
Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3235,,No,2,1.0,"Surgesa S.A.
Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,11/28/2023,11/28/2023,CNT,0,,,,Yes,,,
Received,Ocean,CMDUGQL0324693,11/28/2023,ASOGUABO,United Safety Agents,CMA,Guayaquil,Philadelphia,961,"42,140.04","4,393.71",3221,Straight,12/01/2023,12/12/2023,11/28/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,CMDUGQL0324693,No,0.00,12/13/2023,0.00,"18,752.26","-18,752.26","18,752.26",0.00,0.00,0.00,"18,752.26","-18,752.26",0.00,Incoming Shipments\2023\Novembre,"45,736.98","45,736.98","19,160.08",Banano Cavendish Organico Fairtrade con banda,,United Safety Agents,"Vessel, Containerized",No,CMA CGM BEIRA 9302956,1,1,0,Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Organico Fairtrade con banda,Arrived at destination,Quebec City,,Sobeys Quebec City,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","United Safety Agents
",3221,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","United Safety Agents
","1x459.45x90.16x98.43in  
240x15.75x24.02x9.06in  
240x15.75x24.02x9.06in  
240x15.75x24.02x9.06in  
240x15.75x24.02x9.06in",11/28/2023,11/28/2023,PCS,0,,,,Yes,,,
Delivered,Ocean,SMLU7861348A,11/27/2023,C.I. AGRICOLAS LAS FLORES S.A.S.,United Safety Agents,Seaboard,Philadelphia,Philadelphia,1,"3,747.86","2,359.59",3233,Straight,11/30/2023,12/11/2023,11/27/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",United States,United States,Incoming,SMLU7861348A,No,0.00,12/12/2023,0.00,"18,298.56","-18,298.56","18,298.56",0.00,0.00,0.00,"18,298.56","-18,298.56",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","18,627.84",Banano Cavendish Organico Fairtrade con banda,,United Safety Agents,"Vessel, Containerized",No,As Savanna 9387451  - As Pauline 9294549,1,1,0,,Delivered to consignee,Montreal,,Sobeys BCH,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,"1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"C.I. AGRICOLAS LAS FLORES S.A.S.
Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","United Safety Agents
",3233,,No,2,1.0,"C.I. AGRICOLAS LAS FLORES S.A.S.
Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia
3137453982","United Safety Agents
",1x459.45x90.16x98.43in,11/27/2023,11/27/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,SMLU7861282A,11/27/2023,C.I. AGRICOLAS LAS FLORES S.A.S.,United Safety Agents,Seaboard,Santa Marta,Philadelphia,1,"3,747.86","2,359.59",3222,Straight,11/30/2023,12/11/2023,11/27/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Colombia,United States,Incoming,SMLU7861282A,No,0.00,12/12/2023,0.00,"18,359.04","-18,359.04","18,359.04",0.00,0.00,0.00,"18,359.04","-18,359.04",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","18,627.84",Banano Cavendish Organico Fairtrade con banda,,United Safety Agents,"Vessel, Containerized",No,As Savanna 9387451  - As Pauline 9294549,1,1,0,,Delivered to consignee,Montreal,,Courchesne Larose,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"C.I. AGRICOLAS LAS FLORES S.A.S.
Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","United Safety Agents
",3222,,No,2,1.0,"C.I. AGRICOLAS LAS FLORES S.A.S.
Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia
3137453982","United Safety Agents
",1x459.45x90.16x98.43in,11/27/2023,11/27/2023,CNT,0,,,,Yes,,,
Delivered,Ground,,11/24/2023,Coliman Pacific Corporation,"Equifruit, Inc.",Scotlynn,Pharr,Toronto,1,"3,747.86","2,359.59",3197,Straight,11/28/2023,12/01/2023,11/24/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",United States,Canada,Incoming,,No,0.00,12/09/2023,0.00,"21,821.85","-21,821.85","21,821.85",0.00,0.00,0.00,"21,821.85","-21,821.85",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","22,093.43",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,,"Equifruit, Inc.","Truck, Containerized",No,,1,1,0,,Delivered to consignee,,,"Chiovitti Banana Co., Ltd","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Coliman Pacific Corporation
10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3197,,No,2,1.0,"Coliman Pacific Corporation
10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States
480-598-8525","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,11/24/2023,11/24/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU233339123,11/24/2023,ASOGUABO,United Safety Agents,Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3217,Straight,11/27/2023,12/11/2023,11/24/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU233339123,No,0.00,12/09/2023,0.00,"18,571.39","-18,571.39","18,571.39",0.00,0.00,0.00,"18,571.39","-18,571.39",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","18,760.90",Banano Cavendish Organico Fairtrade con banda,MNBU3964318,United Safety Agents,"Vessel, Containerized",No,Lexa Maersk 9190767 - Polar Mexico 9786750,1,1,0,,Delivered to consignee,Montreal,,Sobeys BCH,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,"1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","United Safety Agents
",3217,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","United Safety Agents
",1x459.45x90.16x98.43in,11/24/2023,11/24/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU233339111,11/24/2023,ASOGUABO,"Equifruit, Inc.",Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3227,Straight,11/27/2023,12/11/2023,11/24/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU233339111,No,0.00,12/09/2023,0.00,"16,562.79","-16,562.79","16,562.79",0.00,0.00,0.00,"16,562.79","-16,562.79",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","16,731.79",Banano Cavendish Organico Fairtrade con banda,SUDU6201871,"Equifruit, Inc.","Vessel, Containerized",No,Lexa Maersk 9190767 - Polar Mexico 9786750,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3227,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,11/24/2023,11/24/2023,CNT,0,,,,Yes,,,
Delivered,Ocean,MAEU233339097,11/24/2023,ASOGUABO,"Equifruit, Inc.",Maersk,Puerto Bolivar,Philadelphia,1,"3,747.86","2,359.59",3225,Straight,11/27/2023,12/11/2023,11/24/2023,,Montréal,Claudia Ramirez,,,"Equifruit, Inc.",Ecuador,United States,Incoming,MAEU233339097,No,0.00,12/09/2023,0.00,"17,842.86","-17,842.86","17,842.86",0.00,0.00,0.00,"17,842.86","-17,842.86",0.00,Incoming Shipments\2023\Novembre,"24,562.48","24,562.48","18,024.93",Banano Cavendish Organico Fairtrade 3lb con Banda Costco,MNBU3406872,"Equifruit, Inc.","Vessel, Containerized",No,Lexa Maersk 9190767 - Polar Mexico 9786750,1,1,0,,Delivered to consignee,Toronto,,"Chiovitti Banana Co., Ltd","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",3225,,No,2,1.0,"ASOGUABO
VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador
593 7 2950088","Equifruit, Inc.
5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",1x459.45x90.16x98.43in,11/24/2023,11/24/2023,CNT,0,,,,Yes,,,
