Status,Number,Supplier,Due Date,Customer,Income,Expense,Profit,Customer:Account Number,Date,End Date,Employee,Progress (%)
Closed,3485,Coliman Pacific Corporation,07/23/2024,,"33,335.28","30,804.27","2,531.01",,06/13/2024,06/13/2024,David Melo,100
Closed,3469,Coliman Pacific Corporation,07/11/2024,,"27,537.52","26,817.91",719.61,,06/13/2024,12/13/2024,David Melo,100
Closed,3462,Coliman Pacific Corporation,07/27/2024,,"33,468.14","29,773.13","3,695.01",,06/13/2024,06/13/2024,David Melo,100
Closed,3461,Coliman Pacific Corporation,07/05/2024,,"30,917.44","25,279.28","5,638.16",,06/13/2024,12/13/2024,David Melo,100
Closed,3474,COQUIMBA,07/23/2024,,"29,503.30","24,316.95","5,186.35",,06/12/2024,06/12/2024,David Melo,100
Closed,3473,COQUIMBA,07/15/2024,,"29,233.97","24,583.86","4,650.11",,06/12/2024,12/13/2024,David Melo,77
Closed,3479,ASOGUABO,07/14/2024,,"31,970.96","28,250.10","3,720.86",,06/12/2024,12/13/2024,David Melo,100
Closed,3463,ASOGUABO,07/11/2024,,"31,203.96","26,511.23","4,692.73",,06/12/2024,12/13/2024,David Melo,100
Closed,3466,ASOGUABO,07/12/2024,,"32,935.63","27,182.04","5,753.59",,06/12/2024,12/13/2024,David Melo,100
Closed,3464,ASOGUABO,07/12/2024,,"32,935.63","27,386.09","5,549.54",,06/12/2024,12/13/2024,David Melo,100
Closed,3480,ASOGUABO,07/16/2024,,"32,061.37","28,009.70","4,051.67",,06/12/2024,12/13/2024,David Melo,100
Closed,3465,ASOGUABO,07/15/2024,,"33,029.66","26,947.55","6,082.11",,06/12/2024,12/13/2024,David Melo,100
Closed,3472,Latbio S.A.,07/11/2024,,"31,107.38","25,671.77","5,435.61",,06/12/2024,12/13/2024,David Melo,100
Closed,3460,PRIECOR S.A.,07/15/2024,,"33,029.66","27,548.01","5,481.65",,06/12/2024,12/13/2024,David Melo,100
Closed,3468,Hacienda Celia María C.A.,07/13/2024,,"32,935.63","27,452.31","5,483.32",,06/12/2024,12/13/2024,David Melo,100
Closed,3467,Hacienda Celia María C.A.,07/08/2024,,"31,198.61","26,289.47","4,909.14",,06/12/2024,12/13/2024,David Melo,100
Closed,3459,Surgesa S.A.,07/08/2024,,"32,983.85","27,369.35","5,614.50",,06/10/2024,12/13/2024,David Melo,100
Closed,3442,Marplantis Organic Sustainable Agriculture,07/10/2024,,"32,963.23","27,050.26","5,912.97",,06/10/2024,12/13/2024,David Melo,100
Closed,3441,Marplantis Organic Sustainable Agriculture,07/08/2024,,"30,940.06","25,869.84","5,070.22",,06/10/2024,12/13/2024,David Melo,100
Closed,3453,C.I. AGRICOLAS LAS FLORES S.A.S.,07/05/2024,,"31,272.59","25,831.62","5,440.97",,06/10/2024,12/13/2024,David Melo,100
Closed,3452,C.I. AGRICOLAS LAS FLORES S.A.S.,07/04/2024,,"33,738.16","27,292.17","6,445.99",,06/10/2024,12/13/2024,David Melo,100
Closed,3419,Hacienda Celia María C.A.,06/28/2024,,"6,390.00","27,521.67","-21,131.67",,06/06/2024,12/13/2024,David Melo,100
Closed,3455,COQUIMBA,07/11/2024,,"29,108.85","24,335.10","4,773.75",,06/05/2024,12/13/2024,David Melo,100
Closed,3454,COQUIMBA,07/08/2024,,"29,194.21","24,930.14","4,264.07",,06/05/2024,12/13/2024,David Melo,100
Closed,3450,Hacienda Celia María C.A.,07/11/2024,,"32,887.40","27,244.76","5,642.64",,06/05/2024,12/13/2024,David Melo,100
Closed,3456,ASOGUABO,07/06/2024,,"30,865.77","26,450.05","4,415.72",,06/05/2024,12/13/2024,David Melo,100
Closed,3458,ASOGUABO,07/09/2024,,"31,272.59","26,455.94","4,816.65",,06/05/2024,12/13/2024,David Melo,100
Closed,3457,ASOGUABO,07/08/2024,,"32,017.77","28,324.17","3,693.60",,06/05/2024,12/13/2024,David Melo,100
Closed,3451,ASOGUABO,07/06/2024,,"32,959.74","27,649.36","5,310.38",,06/05/2024,12/13/2024,David Melo,100
Closed,3444,ASOGUABO,07/06/2024,,"32,959.74","27,544.48","5,415.26",,06/05/2024,12/13/2024,David Melo,100
Closed,3449,PRIECOR S.A.,07/10/2024,,"32,959.74","27,010.77","5,948.97",,06/05/2024,12/13/2024,David Melo,100
Closed,3443,ASOGUABO,07/04/2024,,"32,983.85","27,214.56","5,769.29",,06/05/2024,12/13/2024,David Melo,100
Closed,3448,ASOGUABO,07/11/2024,,"31,924.15","28,905.75","3,018.40",,06/03/2024,12/13/2024,David Melo,100
Closed,3433,Coliman Pacific Corporation,07/05/2024,,"32,983.85","30,230.93","2,752.92",,06/03/2024,12/13/2024,David Melo,100
Closed,3430,Coliman Pacific Corporation,06/27/2024,,"27,699.03","27,664.81",34.22,,06/03/2024,06/03/2024,David Melo,100
Closed,3447,Marplantis Organic Sustainable Agriculture,07/05/2024,,"33,182.01","33,588.48",-406.47,,06/03/2024,12/13/2024,David Melo,100
Closed,3440,Surgesa S.A.,07/08/2024,,"32,983.85","27,338.90","5,644.95",,06/03/2024,12/13/2024,David Melo,100
Closed,3439,Surgesa S.A.,07/03/2024,,"31,267.03","26,339.91","4,927.12",,06/03/2024,12/13/2024,David Melo,100
Closed,3765,Marplantis Organic Sustainable Agriculture,10/04/2024,,"31,941.36","27,934.76","4,006.60",,05/29/2024,12/13/2024,David Melo,100
Closed,3446,ASOGUABO,06/29/2024,,"32,123.09","28,095.22","4,027.87",,05/29/2024,12/13/2024,David Melo,100
Closed,3438,C.I. AGRICOLAS LAS FLORES S.A.S.,07/01/2024,,"31,398.41","25,867.90","5,530.51",,05/28/2024,12/13/2024,David Melo,100
Closed,3445,C.I. AGRICOLAS LAS FLORES S.A.S.,06/27/2024,,"31,386.97","26,621.47","4,765.50",,05/28/2024,12/13/2024,David Melo,100
Closed,3437,COQUIMBA,07/04/2024,,"29,194.21","24,353.99","4,840.22",,05/28/2024,12/13/2024,David Melo,100
Closed,3436,COQUIMBA,07/01/2024,,"29,290.25","24,980.09","4,310.16",,05/28/2024,12/13/2024,David Melo,100
Closed,3428,Latbio S.A.,07/09/2024,,"32,959.74","26,835.45","6,124.29",,05/28/2024,12/13/2024,David Melo,100
Closed,3434,Hacienda Celia María C.A.,07/05/2024,,"32,983.85","27,336.03","5,647.82",,05/28/2024,12/13/2024,David Melo,100
Closed,3435,ASOGUABO,07/01/2024,,"32,223.47","28,454.35","3,769.12",,05/28/2024,12/13/2024,David Melo,100
Closed,3432,ASOGUABO,07/03/2024,,"31,364.09","26,587.65","4,776.44",,05/28/2024,12/13/2024,David Melo,100
Closed,3431,ASOGUABO,07/03/2024,,"32,087.98","28,288.67","3,799.31",,05/28/2024,12/13/2024,David Melo,100
Closed,3429,ASOGUABO,07/02/2024,,"33,152.63","27,585.82","5,566.81",,05/28/2024,12/13/2024,David Melo,100
Closed,3426,ASOGUABO,06/28/2024,,"33,092.35","27,564.06","5,528.29",,05/28/2024,12/13/2024,David Melo,100
Closed,3425,ASOGUABO,06/27/2024,,"33,080.29","27,208.03","5,872.26",,05/28/2024,05/28/2024,David Melo,100
Closed,3427,PRIECOR S.A.,07/04/2024,,"32,983.85","26,832.20","6,151.65",,05/28/2024,12/13/2024,David Melo,100
Closed,3404,Coliman Pacific Corporation,06/20/2024,,"27,749.51","27,693.85",55.66,,05/24/2024,12/13/2024,David Melo,100
Closed,3408,Coliman Pacific Corporation,06/25/2024,,"30,985.29","25,590.42","5,394.87",,05/24/2024,05/24/2024,David Melo,100
Closed,3423,Surgesa S.A.,06/27/2024,,"31,289.83","26,278.74","5,011.09",,05/24/2024,12/13/2024,David Melo,100
Closed,3417,Surgesa S.A.,07/03/2024,,"33,056.18","27,436.70","5,619.48",,05/24/2024,12/13/2024,David Melo,100
Closed,3421,Marplantis Organic Sustainable Agriculture,06/25/2024,,"31,341.21","26,266.00","5,075.21",,05/24/2024,05/24/2024,David Melo,100
Closed,3415,Marplantis Organic Sustainable Agriculture,06/26/2024,,"33,104.40","27,046.06","6,058.34",,05/24/2024,05/24/2024,David Melo,100
Closed,3763,Marplantis Organic Sustainable Agriculture,10/09/2024,,"33,154.11","26,912.35","6,241.76",,05/24/2024,12/13/2024,David Melo,100
Closed,3405,C.I. AGRICOLAS LAS FLORES S.A.S.,06/19/2024,,"32,158.20","27,349.06","4,809.14",,05/24/2024,12/13/2024,David Melo,100
Closed,3424,Marplantis Organic Sustainable Agriculture,07/01/2024,,"31,041.83","25,938.45","5,103.38",,05/24/2024,12/13/2024,David Melo,100
Closed,3418,Hacienda Celia María C.A.,06/24/2024,,"31,346.85","25,771.28","5,575.57",,05/24/2024,12/13/2024,David Melo,100
Closed,3413,C.I. AGRICOLAS LAS FLORES S.A.S.,06/23/2024,,"32,169.90","27,476.56","4,693.34",,05/23/2024,12/13/2024,David Melo,100
Closed,3412,COQUIMBA,06/27/2024,,"29,279.58","24,269.94","5,009.64",,05/23/2024,05/23/2024,David Melo,100
Closed,3411,COQUIMBA,06/24/2024,,"29,332.93","24,884.75","4,448.18",,05/23/2024,12/13/2024,David Melo,100
Closed,3420,APPBOSA,06/25/2024,,"24,896.74","28,794.40","-3,897.66",,05/23/2024,11/13/2024,David Melo,100
Closed,3414,Latbio S.A.,06/28/2024,,"25,916.57","25,431.04",485.53,,05/23/2024,12/13/2024,David Melo,100
Open,,,05/23/2024,,0.00,0.00,0.00,,05/23/2024,05/23/2024,David Melo,0
Closed,3416,ASOGUABO,06/22/2024,,"31,035.11","26,411.37","4,623.74",,05/23/2024,12/13/2024,David Melo,100
Closed,3422,ASOGUABO,06/26/2024,,"33,861.48","28,162.62","5,698.86",,05/23/2024,12/13/2024,David Melo,100
Closed,3406,ASOGUABO,06/19/2024,,"31,432.73","27,388.91","4,043.82",,05/23/2024,12/13/2024,David Melo,100
Closed,4427,ASOGUABO,06/25/2024,,"33,032.07","27,381.99","5,650.08",,05/23/2024,12/13/2024,David Melo,100
Closed,3410,ASOGUABO,07/02/2024,,"33,152.63","26,871.82","6,280.81",,05/23/2024,12/13/2024,David Melo,100
Closed,3407,ASOGUABO,06/25/2024,,"33,032.07","27,378.56","5,653.51",,05/23/2024,12/13/2024,David Melo,100
Closed,4416,ASOGUABO,06/26/2024,,"33,104.40","26,920.52","6,183.88",,05/23/2024,05/23/2024,David Melo,100
Closed,3409,PRIECOR S.A.,06/29/2024,,"33,092.35","27,207.12","5,885.23",,05/23/2024,05/23/2024,David Melo,100
Closed,3279,C.I. AGRICOLAS LAS FLORES S.A.S.,06/14/2024,,"32,286.92","28,063.04","4,223.88",,05/17/2024,12/13/2024,David Melo,100
Closed,3167,Marplantis Organic Sustainable Agriculture,06/17/2024,,"31,166.23","25,753.72","5,412.51",,05/17/2024,12/13/2024,David Melo,100
Closed,3403,Surgesa S.A.,06/19/2024,,"33,886.14","28,478.00","5,408.14",,05/17/2024,12/13/2024,David Melo,100
Open,3402,Surgesa S.A.,06/24/2024,,"33,140.57","27,454.15","5,686.42",,05/17/2024,05/17/2024,David Melo,100
Closed,3401,Marplantis Organic Sustainable Agriculture,06/17/2024,,"31,524.23","26,190.48","5,333.75",,05/17/2024,12/13/2024,David Melo,100
Closed,3400,Marplantis Organic Sustainable Agriculture,06/19/2024,,"31,335.44","26,420.85","4,914.59",,05/17/2024,12/13/2024,David Melo,100
Closed,4441,Marplantis Organic Sustainable Agriculture,06/12/2024,,"30,497.53","28,359.81","2,137.72",,05/16/2024,12/13/2024,David Melo,66
Closed,4423,Coliman Pacific Corporation,06/14/2024,,"31,200.15","25,532.50","5,667.65",,05/15/2024,05/15/2024,David Melo,100
Closed,4421,Coliman Pacific Corporation,06/13/2024,,"21,725.83","26,988.69","-5,262.86",,05/15/2024,12/13/2024,David Melo,100
Closed,4433,COQUIMBA,06/19/2024,,"29,322.26","24,224.12","5,098.14",,05/15/2024,12/13/2024,David Melo,100
Closed,4432,COQUIMBA,06/17/2024,,"29,407.62","24,790.62","4,617.00",,05/15/2024,12/13/2024,David Melo,100
Closed,4431,Latbio S.A.,06/20/2024,,"31,087.07","24,909.22","6,177.85",,05/15/2024,12/13/2024,David Melo,100
Closed,4430,Latbio S.A.,06/21/2024,,"33,140.57","26,982.20","6,158.37",,05/15/2024,12/13/2024,David Melo,100
Closed,4428,ASOGUABO,06/07/2024,,"31,023.82","26,640.60","4,383.22",,05/15/2024,12/13/2024,David Melo,100
Closed,4420,ASOGUABO,06/17/2024,,"32,251.81","28,178.64","4,073.17",,05/15/2024,12/13/2024,David Melo,100
Closed,4419,ASOGUABO,06/05/2024,,"31,341.21","26,657.28","4,683.93",,05/15/2024,12/13/2024,David Melo,100
Closed,4407,ASOGUABO,06/12/2024,,"32,305.64","28,366.19","3,939.45",,05/15/2024,12/13/2024,David Melo,100
Closed,4418,ASOGUABO,06/07/2024,,"31,432.73","26,657.28","4,775.45",,05/15/2024,12/13/2024,David Melo,100
Closed,4429,Hacienda Celia María C.A.,06/20/2024,,"33,140.57","27,112.97","6,027.60",,05/15/2024,05/15/2024,David Melo,100
Closed,4426,ASOGUABO,06/19/2024,,"33,128.51","26,815.89","6,312.62",,05/15/2024,12/13/2024,David Melo,100
Closed,4425,ASOGUABO,06/22/2024,,"33,140.57","26,816.62","6,323.95",,05/15/2024,05/15/2024,David Melo,100
Closed,4424,ASOGUABO,06/20/2024,,"33,140.57","26,816.62","6,323.95",,05/15/2024,05/15/2024,David Melo,100
Closed,4434,ASOGUABO,06/17/2024,,"33,224.96","27,179.27","6,045.69",,05/15/2024,05/15/2024,David Melo,100
Closed,4422,PRIECOR S.A.,06/21/2024,,"33,140.57","26,977.72","6,162.85",,05/15/2024,05/15/2024,David Melo,100
Closed,4417,Surgesa S.A.,06/11/2024,,"31,592.86","26,315.10","5,277.76",,05/13/2024,12/13/2024,David Melo,100
Closed,4415,Hacienda Celia María C.A.,06/18/2024,,"33,237.01","27,571.51","5,665.50",,05/13/2024,12/13/2024,David Melo,100
Closed,4413,Surgesa S.A.,06/13/2024,,"31,381.06","28,344.35","3,036.71",,05/13/2024,12/13/2024,David Melo,100
Closed,4414,Marplantis Organic Sustainable Agriculture,06/13/2024,,"31,478.47","26,272.38","5,206.09",,05/13/2024,12/13/2024,David Melo,100
Closed,4412,Marplantis Organic Sustainable Agriculture,06/19/2024,,"33,128.51","27,686.77","5,441.74",,05/13/2024,12/13/2024,David Melo,100
Closed,4411,Marplantis Organic Sustainable Agriculture,06/10/2024,,"31,211.46","25,877.12","5,334.34",,05/13/2024,12/13/2024,David Melo,100
Closed,4410,C.I. AGRICOLAS LAS FLORES S.A.S.,06/06/2024,,"37,274.75","27,740.18","9,534.57",,05/13/2024,12/13/2024,David Melo,66
Closed,4393,Coliman Pacific Corporation,06/02/2024,,"32,041.17","31,215.88",825.29,,05/10/2024,12/13/2024,David Melo,100
Closed,4403,Coliman Pacific Corporation,06/14/2024,,"33,261.12","30,128.10","3,133.02",,05/10/2024,05/10/2024,David Melo,100
Closed,4391,Coliman Pacific Corporation,06/06/2024,,"31,075.76","25,582.82","5,492.94",,05/10/2024,12/13/2024,David Melo,100
Closed,4402,ASOGUABO,06/08/2024,,"32,158.20","28,056.45","4,101.75",,05/09/2024,12/13/2024,David Melo,100
Closed,4401,ASOGUABO,06/10/2024,,"32,298.62","28,159.50","4,139.12",,05/09/2024,12/13/2024,David Melo,100
Closed,4376,ASOGUABO,05/31/2024,,"33,762.83","28,574.57","5,188.26",,05/09/2024,12/13/2024,David Melo,100
Closed,4394,ASOGUABO,06/04/2024,,"32,064.58","27,692.06","4,372.52",,05/09/2024,12/13/2024,David Melo,100
Closed,4400,ASOGUABO,06/11/2024,,"33,297.29","26,758.56","6,538.73",,05/08/2024,12/13/2024,David Melo,100
Closed,4399,ASOGUABO,06/14/2024,,"33,261.12","26,943.81","6,317.31",,05/08/2024,12/13/2024,David Melo,100
Closed,4398,ASOGUABO,06/12/2024,,"33,176.74","26,771.83","6,404.91",,05/08/2024,12/13/2024,David Melo,100
Closed,4397,ASOGUABO,06/13/2024,,"33,176.74","27,046.86","6,129.88",,05/08/2024,05/08/2024,David Melo,100
Closed,4396,ASOGUABO,06/17/2024,,"33,224.96","27,373.82","5,851.14",,05/08/2024,05/08/2024,David Melo,100
Closed,4409,COQUIMBA,06/13/2024,,"29,364.94","24,225.46","5,139.48",,05/08/2024,05/08/2024,David Melo,100
Closed,4408,COQUIMBA,06/10/2024,,"29,450.30","24,777.42","4,672.88",,05/08/2024,12/13/2024,David Melo,100
Closed,4406,Latbio S.A.,06/10/2024,,"31,472.28","25,854.56","5,617.72",,05/08/2024,12/13/2024,David Melo,100
Closed,4405,Latbio S.A.,06/13/2024,,"33,176.74","26,742.17","6,434.57",,05/08/2024,05/08/2024,David Melo,100
Closed,4392,PRIECOR S.A.,06/15/2024,,"33,261.12","27,026.86","6,234.26",,05/08/2024,05/08/2024,David Melo,100
Closed,4404,Hacienda Celia María C.A.,06/05/2024,,"31,244.22","27,620.60","3,623.62",,05/08/2024,12/13/2024,David Melo,100
Closed,4390,Hacienda Celia María C.A.,06/08/2024,,"33,128.51","27,748.43","5,380.08",,05/06/2024,12/13/2024,David Melo,100
Closed,4389,Surgesa S.A.,06/10/2024,,"33,273.18","26,725.25","6,547.93",,05/06/2024,12/13/2024,David Melo,100
Closed,4388,Surgesa S.A.,06/10/2024,,"33,273.18","26,874.32","6,398.86",,05/06/2024,12/13/2024,David Melo,100
Closed,4387,Marplantis Organic Sustainable Agriculture,06/07/2024,,"31,452.83","26,825.72","4,627.11",,05/06/2024,12/13/2024,David Melo,100
Open,4386,Marplantis Organic Sustainable Agriculture,05/06/2024,,0.00,"17,391.65","-17,391.65",,05/06/2024,05/06/2024,David Melo,11
Closed,4385,Marplantis Organic Sustainable Agriculture,06/12/2024,,"33,176.74","27,242.45","5,934.29",,05/06/2024,12/13/2024,David Melo,100
Closed,4384,Marplantis Organic Sustainable Agriculture,06/03/2024,,"30,917.44","25,762.45","5,154.99",,05/06/2024,12/13/2024,David Melo,100
Closed,4383,C.I. AGRICOLAS LAS FLORES S.A.S.,06/03/2024,,"31,272.59","25,715.20","5,557.39",,05/06/2024,12/13/2024,David Melo,100
Closed,4331,C.I. AGRICOLAS LAS FLORES S.A.S.,05/22/2024,,"31,341.21","26,269.41","5,071.80",,05/02/2024,12/13/2024,David Melo,100
Closed,4395,Coliman Pacific Corporation,05/18/2024,,"32,983.85","29,673.33","3,310.52",,05/01/2024,05/01/2024,David Melo,100
Closed,4369,Coliman Pacific Corporation,05/30/2024,,"31,075.85","25,582.89","5,492.96",,05/01/2024,12/13/2024,David Melo,100
Closed,4382,COQUIMBA,06/06/2024,,"29,322.26","24,262.48","5,059.78",,05/01/2024,12/13/2024,David Melo,100
Closed,4381,COQUIMBA,06/03/2024,,"29,172.87","25,272.41","3,900.46",,05/01/2024,12/13/2024,David Melo,100
Closed,4380,APPBOSA,05/29/2024,,"32,111.39","28,521.62","3,589.77",,05/01/2024,11/13/2024,David Melo,100
Closed,4379,Latbio S.A.,06/06/2024,,"33,128.51","27,080.49","6,048.02",,05/01/2024,12/13/2024,David Melo,100
Closed,4378,Latbio S.A.,05/30/2024,,"31,335.53","25,837.28","5,498.25",,05/01/2024,12/13/2024,David Melo,100
Closed,4377,Hacienda Celia María C.A.,06/07/2024,,"33,128.51","27,490.28","5,638.23",,05/01/2024,12/13/2024,David Melo,100
Closed,4375,ASOGUABO,05/31/2024,,"30,661.75","26,081.38","4,580.37",,05/01/2024,12/13/2024,David Melo,100
Closed,4348,ASOGUABO,05/30/2024,,"31,432.81","26,279.09","5,153.72",,05/01/2024,12/13/2024,David Melo,100
Closed,4374,ASOGUABO,06/06/2024,,"33,128.51","26,942.60","6,185.91",,05/01/2024,12/13/2024,David Melo,100
Closed,4373,ASOGUABO,06/07/2024,,"33,128.51","27,398.03","5,730.48",,05/01/2024,12/13/2024,David Melo,100
Closed,4372,ASOGUABO,06/05/2024,,"33,032.07","26,941.10","6,090.97",,05/01/2024,12/13/2024,David Melo,100
Closed,4371,ASOGUABO,06/05/2024,,"33,032.07","27,510.74","5,521.33",,05/01/2024,12/13/2024,David Melo,100
Closed,4345,ASOGUABO,05/28/2024,,"31,249.71","26,665.94","4,583.77",,05/01/2024,12/13/2024,David Melo,100
Closed,4370,ASOGUABO,05/31/2024,,"33,007.96","26,564.02","6,443.94",,05/01/2024,12/13/2024,David Melo,100
Closed,4346,PRIECOR S.A.,06/04/2024,,"33,032.07","26,994.01","6,038.06",,05/01/2024,12/13/2024,David Melo,100
Closed,4359,Surgesa S.A.,06/03/2024,,"32,959.74","28,832.25","4,127.49",,04/29/2024,12/13/2024,David Melo,100
Closed,4358,Surgesa S.A.,06/03/2024,,"32,959.74","28,637.24","4,322.50",,04/29/2024,12/13/2024,David Melo,100
Closed,4357,Marplantis Organic Sustainable Agriculture,05/27/2024,,"32,017.77","29,151.73","2,866.04",,04/29/2024,12/13/2024,David Melo,100
Closed,4362,Marplantis Organic Sustainable Agriculture,05/28/2024,,"31,153.00","25,578.92","5,574.08",,04/29/2024,12/13/2024,David Melo,100
Closed,4356,Marplantis Organic Sustainable Agriculture,06/01/2024,,"33,007.96","27,445.42","5,562.54",,04/29/2024,12/13/2024,David Melo,100
Closed,4355,C.I. AGRICOLAS LAS FLORES S.A.S.,05/25/2024,,"33,886.14","26,901.73","6,984.41",,04/29/2024,12/13/2024,David Melo,100
Closed,4351,Latbio S.A.,05/27/2024,,"32,983.85","27,745.47","5,238.38",,04/26/2024,12/13/2024,David Melo,100
Closed,4361,Coliman Pacific Corporation,05/31/2024,,"27,638.47","26,253.88","1,384.59",,04/25/2024,12/13/2024,David Melo,100
Closed,4364,Coliman Pacific Corporation,05/13/2024,,"32,111.39","30,829.02","1,282.37",,04/25/2024,12/13/2024,David Melo,100
Closed,4354,COQUIMBA,05/29/2024,,"29,279.58","24,288.47","4,991.11",,04/24/2024,12/13/2024,David Melo,100
Closed,4353,COQUIMBA,05/27/2024,,"29,194.21","25,215.48","3,978.73",,04/24/2024,12/13/2024,David Melo,100
Closed,4352,APPBOSA,05/22/2024,,"32,064.58","28,503.68","3,560.90",,04/24/2024,11/13/2024,David Melo,100
Closed,4350,Latbio S.A.,05/30/2024,,"33,128.61","27,251.06","5,877.55",,04/24/2024,12/13/2024,David Melo,100
Closed,4349,Hacienda Celia María C.A.,05/23/2024,,"31,244.22","25,861.69","5,382.53",,04/24/2024,12/13/2024,David Melo,100
Closed,4340,PRIECOR S.A.,05/29/2024,,"33,080.29","26,815.03","6,265.26",,04/24/2024,12/13/2024,David Melo,100
Closed,4347,ASOGUABO,05/25/2024,,"32,158.20","28,095.12","4,063.08",,04/24/2024,12/13/2024,David Melo,100
Closed,4335,ASOGUABO,05/21/2024,,"30,310.50","27,061.32","3,249.18",,04/24/2024,12/13/2024,David Melo,100
Closed,4360,ASOGUABO,05/30/2024,,"33,128.61","26,934.57","6,194.04",,04/24/2024,12/13/2024,David Melo,100
Closed,4344,ASOGUABO,05/30/2024,,"33,128.61","26,946.58","6,182.03",,04/24/2024,12/13/2024,David Melo,100
Closed,4343,ASOGUABO,05/28/2024,,"32,935.63","26,946.58","5,989.05",,04/24/2024,12/13/2024,David Melo,100
Closed,4342,ASOGUABO,05/28/2024,,"32,935.63","26,946.57","5,989.06",,04/24/2024,12/13/2024,David Melo,100
Closed,4341,ASOGUABO,05/31/2024,,"33,007.96","27,193.53","5,814.43",,04/24/2024,12/13/2024,David Melo,100
Closed,4363,Surgesa S.A.,05/27/2024,,"32,983.85","27,290.51","5,693.34",,04/23/2024,12/13/2024,David Melo,100
Closed,4293,Coliman Pacific Corporation,05/17/2024,,"27,618.28","26,344.90","1,273.38",,04/22/2024,12/13/2024,David Melo,100
Closed,4338,Surgesa S.A.,05/24/2024,,"33,128.51","27,945.17","5,183.34",,04/19/2024,12/13/2024,David Melo,100
Closed,4336,Surgesa S.A.,05/25/2024,,"33,128.51","27,562.42","5,566.09",,04/19/2024,12/13/2024,David Melo,100
Closed,4333,Marplantis Organic Sustainable Agriculture,05/27/2024,,"32,983.85","26,501.57","6,482.28",,04/19/2024,12/13/2024,David Melo,100
Closed,4332,Marplantis Organic Sustainable Agriculture,05/21/2024,,"30,940.06","25,770.08","5,169.98",,04/19/2024,12/13/2024,David Melo,100
Closed,4334,ASOGUABO,05/16/2024,,"31,295.46","26,248.92","5,046.54",,04/17/2024,12/13/2024,David Melo,100
Closed,4330,COQUIMBA,05/23/2024,,"29,236.90","23,523.85","5,713.05",,04/17/2024,12/13/2024,David Melo,100
Closed,4329,COQUIMBA,05/16/2024,,"29,137.23","25,897.82","3,239.41",,04/17/2024,12/13/2024,David Melo,100
Closed,4328,APPBOSA,05/20/2024,,"32,017.77","28,867.40","3,150.37",,04/17/2024,11/13/2024,David Melo,100
Closed,4186,Latbio S.A.,05/19/2024,,"31,198.61","25,790.25","5,408.36",,04/17/2024,12/13/2024,David Melo,100
Open,4185,Latbio S.A.,05/21/2024,,"32,983.85","26,955.61","6,028.24",,04/17/2024,04/17/2024,David Melo,100
Closed,4327,Hacienda Celia María C.A.,05/20/2024,,"32,983.85","27,354.27","5,629.58",,04/17/2024,12/13/2024,David Melo,100
Closed,4326,ASOGUABO,05/20/2024,,"33,738.16","28,477.18","5,260.98",,04/17/2024,12/13/2024,David Melo,100
Closed,4325,ASOGUABO,05/17/2024,,"30,888.35","26,452.11","4,436.24",,04/17/2024,12/13/2024,David Melo,100
Closed,4324,ASOGUABO,05/24/2024,,"31,432.73","26,247.55","5,185.18",,04/17/2024,12/13/2024,David Melo,100
Closed,4323,Marplantis Organic Sustainable Agriculture,05/24/2024,,"31,452.83","26,833.36","4,619.47",,04/17/2024,12/13/2024,David Melo,100
Closed,4337,Marplantis Organic Sustainable Agriculture,05/28/2024,,"30,894.82","25,837.92","5,056.90",,04/17/2024,12/13/2024,David Melo,100
Closed,4322,ASOGUABO,05/23/2024,,"33,032.07","27,181.79","5,850.28",,04/17/2024,12/13/2024,David Melo,100
Closed,4321,ASOGUABO,05/22/2024,,"33,032.07","26,969.64","6,062.43",,04/17/2024,12/13/2024,David Melo,100
Closed,4320,ASOGUABO,05/22/2024,,"33,032.07","26,969.64","6,062.43",,04/17/2024,12/13/2024,David Melo,100
Closed,4319,ASOGUABO,05/22/2024,,"33,032.07","26,980.79","6,051.28",,04/17/2024,12/13/2024,David Melo,100
Closed,4318,PRIECOR S.A.,05/20/2024,,"9,849.60","4,003.48","5,846.12",,04/17/2024,12/13/2024,David Melo,100
Closed,4317,Surgesa S.A.,05/15/2024,,"31,289.83","25,750.01","5,539.82",,04/15/2024,12/13/2024,David Melo,100
Closed,4314,Surgesa S.A.,05/24/2024,,"33,128.51","27,766.36","5,362.15",,04/15/2024,12/13/2024,David Melo,100
Closed,4313,Surgesa S.A.,05/25/2024,,"33,128.51","27,692.00","5,436.51",,04/15/2024,12/13/2024,David Melo,100
Closed,4312,Marplantis Organic Sustainable Agriculture,05/20/2024,,"31,295.46","26,157.28","5,138.18",,04/15/2024,12/13/2024,David Melo,100
Closed,4315,Marplantis Organic Sustainable Agriculture,05/15/2024,,"31,030.52","25,871.96","5,158.56",,04/15/2024,12/13/2024,David Melo,100
Closed,4311,Marplantis Organic Sustainable Agriculture,05/17/2024,,"32,983.85","27,513.77","5,470.08",,04/15/2024,12/13/2024,David Melo,100
Closed,4310,Marplantis Organic Sustainable Agriculture,05/14/2024,,"31,030.52","25,871.96","5,158.56",,04/15/2024,12/13/2024,David Melo,100
Closed,4316,Marplantis Organic Sustainable Agriculture,05/10/2024,,"33,080.29","27,444.94","5,635.35",,04/11/2024,12/13/2024,David Melo,100
