Status,Invoiced,Number,Date,Buyer,Job,Quantity,Amount,Shipping Date,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Employee,Weight (lb),Volume (ft³),Approved Date,Payment Terms,Notes,Currency,Billing Address,Shipping Address,Seller Address,Exchange Rate,Is Cancelled,Reverse Exchange Rate,Paid,Amt. Before Tax (CAD),Other Charges (CAD),Items Amount (CAD),Billing Client,Total Discount (CAD),Total Discount,Purchase Order,Lot Number,Container#
Delivered,Yes,3612,08/23/2024,Costco Vaughan Wet,3612.0,900,USD 24156.00,08/26/2024,"32,888.39",241.56,0.00,Claudia Ramirez,"35,991.00","1,908.00",09/03/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"32,888.39",0.0,"32,888.39",Costco Vaughan Wet,0.0,USD 0.00,005720813512,,
Delivered,Yes,3614,08/23/2024,"Chiovitti Banana Co., Ltd",3614.0,960,USD 21379.20,08/26/2024,"29,107.78",160.34,0.00,Claudia Ramirez,"38,392.18","2,034.12",09/03/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"29,107.78",0.0,"29,107.78","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244797,,
Delivered,Yes,3610,08/23/2024,Costco Vaughan Wet,3610.0,900,USD 24156.00,08/25/2024,"32,888.39",241.56,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"32,888.39",0.0,"32,888.39",Costco Vaughan Wet,0.0,USD 0.00,005720813511,,
Delivered,Yes,3609,08/23/2024,Costco Vaughan Wet,3609.0,900,USD 24156.00,08/25/2024,"32,888.39",277.79,0.00,Claudia Ramirez,0.00,"1,908.00",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"32,888.39",0.0,"32,888.39",Costco Vaughan Wet,0.0,USD 0.00,005720813504,,
Delivered,Yes,3622K,08/23/2024,Krown Produce  Fresh At Its Best™,3622.0,450,USD 13981.50,08/24/2024,"19,035.81",0.00,0.00,Claudia Ramirez,"17,996.33",953.50,08/28/2024,Net 10,,United States Dollar,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"19,035.81",0.0,"19,035.81",Krown Produce  Fresh At Its Best™,0.0,USD 0.00,AL0771,,
Delivered,Yes,3606,08/23/2024,Costco Vaughan Wet,3606.0,900,USD 24156.00,08/24/2024,"32,888.39",277.79,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"32,888.39",0.0,"32,888.39",Costco Vaughan Wet,0.0,USD 0.00,244671,,
Delivered,Yes,3613,08/23/2024,"Chiovitti Banana Co., Ltd",3613.0,960,USD 23443.20,08/24/2024,"31,917.92",0.00,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/28/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"31,917.92",0.0,"31,917.92","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244670,,
Delivered,Yes,3593,08/22/2024,"Chiovitti Banana Co., Ltd",3593.0,960,USD 21379.20,08/23/2024,"29,118.47",10.69,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/28/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"29,118.47",0.0,"29,118.47","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244668,,
Delivered,Yes,3604,08/22/2024,Costco Vaughan Wet,3604.0,900,USD 24156.00,08/23/2024,"32,900.47",301.95,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"32,900.47",0.0,"32,900.47",Costco Vaughan Wet,0.0,USD 0.00,244669 ,,
Delivered,Yes,3605,08/22/2024,Costco Varennes,3605.0,900,USD 24156.00,08/23/2024,"32,900.47",289.87,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"32,900.47",0.0,"32,900.47",Costco Varennes,0.0,USD 0.00,5740813633,,
Delivered,Yes,3596,08/21/2024,Costco Vaughan Wet,3596.0,900,USD 24156.00,08/23/2024,"32,924.63",217.41,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"32,924.63",0.0,"32,924.63",Costco Vaughan Wet,0.0,USD 0.00,244667,,
Delivered,Yes,3600QC,08/21/2024,Sobeys Quebec City,3600.0,288,USD 6874.56,08/21/2024,"9,370.03",6.88,0.00,Claudia Ramirez,"11,517.65",610.24,08/28/2024,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"9,370.03",0.0,"9,370.03",Sobeys Quebec City,0.0,USD 0.00,4566822316,,SEGU9734180
Delivered,Yes,3600BCH,08/21/2024,Sobeys BCH,3600.0,672,USD 16040.64,08/21/2024,"21,863.39",16.04,0.00,Claudia Ramirez,"26,874.53","1,423.89",08/28/2024,Net 30,,United States Dollar,"Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.36,Yes,"21,863.39",0.0,"21,863.39",Sobeys BCH,0.0,USD 0.00,4566822311,,SEGU9734180
Delivered,Yes,3622C,08/20/2024,Charlies Seattle,3622.0,480,USD 13478.40,08/21/2024,"18,424.97",53.91,0.00,Claudia Ramirez,"19,196.09","1,017.06",08/28/2024,Net 30,,United States Dollar,"5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"18,424.97",0.0,"18,424.97",Charlies Seattle,0.0,USD 0.00,6959887,,
Delivered,Yes,3638,08/20/2024,Costco Vaughan Wet,3638.0,900,USD 24156.00,08/21/2024,"33,021.25",132.86,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,021.25",0.0,"33,021.25",Costco Vaughan Wet,0.0,USD 0.00,244666,,
Delivered,Yes,3594,08/20/2024,Courchesne Larose,3594.0,960,USD 24700.80,08/21/2024,"33,765.99",98.80,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/28/2024,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,765.99",0.0,"33,765.99",Courchesne Larose,0.0,USD 0.00,2467239,,
Delivered,Yes,3623,08/20/2024,Costco Varennes,3623.0,900,USD 24156.00,08/22/2024,"33,021.25",314.03,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,021.25",0.0,"33,021.25",Costco Varennes,0.0,USD 0.00,5740813616,,
Delivered,Yes,3597,08/20/2024,"Chiovitti Banana Co., Ltd",3597.0,960,USD 23443.20,08/21/2024,"32,046.85",93.77,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/28/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"32,046.85",0.0,"32,046.85","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244665 ,,
Delivered,Yes,3589,08/20/2024,Top Banana,3589.0,900,USD 22851.00,08/21/2024,"31,237.32",91.41,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"31,237.32",0.0,"31,237.32",Top Banana,0.0,USD 0.00,082124,,BMOU9871340
Delivered,Yes,3588,08/19/2024,Krown Produce  Fresh At Its Best™,3588.0,900,USD 22662.00,08/20/2024,"31,182.91",203.96,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 10,,United States Dollar,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"31,182.91",0.0,"31,182.91",Krown Produce  Fresh At Its Best™,0.0,USD 0.00,AL0707,,SZLU9576129
Delivered,Yes,3595,08/19/2024,Costco Varennes,3595.0,900,USD 24156.00,08/20/2024,"33,238.66",350.27,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,238.66",0.0,"33,238.66",Costco Varennes,0.0,USD 0.00,5740802506,,
Delivered,Yes,3590,08/19/2024,Costco Vaughan Wet,3590.0,900,USD 24156.00,08/20/2024,"33,238.66",350.27,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,238.66",0.0,"33,238.66",Costco Vaughan Wet,0.0,USD 0.00,244664,,
Delivered,Yes,3601QC,08/19/2024,Sobeys Quebec City,3601.0,288,USD 6874.56,08/20/2024,"9,459.39",61.87,0.00,Claudia Ramirez,"11,517.65",610.24,08/28/2024,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"9,459.39",0.0,"9,459.39",Sobeys Quebec City,0.0,USD 0.00,4566822315,,BMOU9849860
Delivered,Yes,3601BCH,08/19/2024,Sobeys BCH,3601.0,672,USD 16040.64,08/20/2024,"22,071.92",144.37,0.00,Claudia Ramirez,"26,874.53","1,423.89",08/28/2024,Net 30,,United States Dollar,"Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"22,071.92",0.0,"22,071.92",Sobeys BCH,0.0,USD 0.00,4566822310,,BMOU9849860
Delivered,Yes,3592,08/16/2024,"Chiovitti Banana Co., Ltd",3592.0,960,USD 21379.20,08/20/2024,"29,417.78",192.41,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/28/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"29,417.78",0.0,"29,417.78","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244663,,
Delivered,Yes,3585,08/16/2024,Costco Varennes,3585.0,900,USD 24156.00,08/19/2024,"33,238.66",350.27,0.00,Claudia Ramirez,"35,991.00","1,908.00",08/28/2024,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,238.66",0.0,"33,238.66",Costco Varennes,0.0,USD 0.00,5740802501,,
Delivered,Yes,3576,08/16/2024,"Chiovitti Banana Co., Ltd",3576.0,960,USD 23443.20,08/19/2024,"32,257.84",82.05,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/28/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"32,257.84",0.0,"32,257.84","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244662,,
Delivered,Yes,3579K,08/16/2024,Krown Produce  Fresh At Its Best™,3579.0,450,USD 13981.50,08/18/2024,"19,238.54",0.00,0.00,Claudia Ramirez,"17,996.33",953.50,08/28/2024,Net 10,,United States Dollar,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"19,238.54",0.0,"19,238.54",Krown Produce  Fresh At Its Best™,0.0,USD 0.00,AL0696,,
Delivered,Yes,3591,08/16/2024,Costco Vaughan Wet,3591.0,900,USD 24156.00,08/19/2024,"33,238.66",338.19,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,238.66",0.0,"33,238.66",Costco Vaughan Wet,0.0,USD 0.00,244661,,
Delivered,Yes,3608,08/16/2024,Costco Vaughan Wet,3608.0,900,USD 24156.00,08/18/2024,"33,238.66",338.19,0.00,Claudia Ramirez,0.00,"1,908.00",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,238.66",0.0,"33,238.66",Costco Vaughan Wet,0.0,USD 0.00,244660 ,,
Delivered,Yes,3583,08/16/2024,Costco Vaughan Wet,3583.0,900,USD 24156.00,08/17/2024,"33,238.66",314.03,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,238.66",0.0,"33,238.66",Costco Vaughan Wet,0.0,USD 0.00,244533,,
Delivered,Yes,3579C,08/15/2024,Charlies Seattle,3579.0,480,USD 13478.40,08/16/2024,"18,519.32",-26.96,0.00,Claudia Ramirez,"19,196.09","1,017.06",08/28/2024,Net 30,,United States Dollar,"5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"18,519.32",0.0,"18,519.32",Charlies Seattle,0.0,USD 0.00,6957777,,
Delivered,Yes,3567,08/15/2024,"Chiovitti Banana Co., Ltd",,960,USD 21379.20,08/16/2024,"29,375.02",-42.76,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/28/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"29,375.02",0.0,"29,375.02","Chiovitti Banana Co., Ltd",0.0,USD 0.00, 244532,,
Delivered,Yes,3581,08/15/2024,Costco Vaughan Wet,3581.0,900,USD 24156.00,08/16/2024,"33,190.34",169.09,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/21/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,190.34",0.0,"33,190.34",Costco Vaughan Wet,0.0,USD 0.00,005720802312,,
Delivered,Yes,3582,08/15/2024,Costco Varennes,3582.0,900,USD 24156.00,08/16/2024,"33,190.34",265.71,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,190.34",0.0,"33,190.34",Costco Varennes,0.0,USD 0.00,5740802491,,
Delivered,Yes,3586,08/14/2024,Krown Produce  Fresh At Its Best™,3586.0,900,USD 22662.00,08/15/2024,"31,160.25",22.66,0.00,Claudia Ramirez,0.00,"1,908.00",08/21/2024,Net 10,,United States Dollar,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"31,160.25",0.0,"31,160.25",Krown Produce  Fresh At Its Best™,0.0,USD 0.00,AL0615,,MNBU0571636
Delivered,Yes,3573,08/14/2024,Costco Vaughan Wet,3573.0,900,USD 24156.00,08/15/2024,"33,214.50",60.39,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/21/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,214.50",0.0,"33,214.50",Costco Vaughan Wet,0.0,USD 0.00,005720802309,,
Delivered,Yes,3575QC,08/14/2024,Sobeys Quebec City,3575.0,288,USD 6874.56,08/15/2024,"9,452.52",6.87,0.00,Claudia Ramirez,"11,517.65",610.24,08/21/2024,Net 30,,United States Dollar,"950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"9,452.52",0.0,"9,452.52",Sobeys Quebec City,0.0,USD 0.00,4566822314,,CXRU1636559
Delivered,Yes,3575BCH,08/14/2024,Sobeys BCH,3575.0,672,USD 16040.64,08/15/2024,"22,055.88",16.04,0.00,Claudia Ramirez,"26,874.53","1,423.89",08/21/2024,Net 30,,United States Dollar,"Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"22,055.88",0.0,"22,055.88",Sobeys BCH,0.0,USD 0.00,4566822309,,CXRU1636559
Delivered,Yes,3580,08/14/2024,Top Banana,3580.0,900,USD 22851.00,08/15/2024,"31,420.13",22.86,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/21/2024,Net 30,,United States Dollar,"415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"31,420.13",0.0,"31,420.13",Top Banana,-0.01,USD 0.00,081524,,MMAU1053925
Delivered,Yes,3574,08/13/2024,Costco Varennes,3574.0,900,USD 24156.00,08/14/2024,"33,238.66",84.55,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/20/2024,Net 30,,United States Dollar,"3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,238.66",0.0,"33,238.66",Costco Varennes,0.0,USD 0.00,005740802484,,
Delivered,Yes,3587,08/13/2024,"Chiovitti Banana Co., Ltd",3587.0,960,USD 23443.20,08/14/2024,"32,257.84",23.44,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/20/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"32,257.84",0.0,"32,257.84","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244529,,
Delivered,Yes,3570,08/12/2024,Krown Produce  Fresh At Its Best™,3570.0,900,USD 22662.00,08/13/2024,"31,160.25",-22.66,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/28/2024,Net 10,,United States Dollar,"4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"31,160.25",0.0,"31,160.25",Krown Produce  Fresh At Its Best™,0.0,USD 0.00,AL0611,,TEMU9593113
Delivered,Yes,3578,08/12/2024,Courchesne Larose,3578.0,960,USD 24700.80,08/13/2024,"33,963.60",-24.70,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/20/2024,Net 30,,United States Dollar,"9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,963.60",0.0,"33,963.60",Courchesne Larose,0.0,USD 0.00,2467238,,
Delivered,Yes,3560,08/12/2024,Costco Vaughan Wet,3560.0,900,USD 24156.00,08/13/2024,"33,214.50",-24.16,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/20/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.37,Yes,"33,214.50",0.0,"33,214.50",Costco Vaughan Wet,0.0,USD 0.00,005720730523,,
Delivered,Yes,3517,08/09/2024,"Chiovitti Banana Co., Ltd",3517.0,960,USD 23443.20,08/05/2024,"32,304.73",-281.31,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/16/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"32,304.73",0.0,"32,304.73","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244390,,
Delivered,Yes,3565,08/09/2024,"Chiovitti Banana Co., Ltd",3565.0,960,USD 23443.20,08/12/2024,"32,304.73",70.33,0.00,Claudia Ramirez,"38,392.18","2,034.12",08/20/2024,Net 30,,United States Dollar,"26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"32,304.73",0.0,"32,304.73","Chiovitti Banana Co., Ltd",0.0,USD 0.00,244526,,
Delivered,Yes,3561,08/09/2024,Costco Vaughan Wet,3561.0,900,USD 24156.00,08/12/2024,"33,286.97",48.31,0.00,Claudia Ramirez,0.00,"1,908.00",08/20/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,286.97",0.0,"33,286.97",Costco Vaughan Wet,0.0,USD 0.00,005720730517,,
Delivered,Yes,3571,08/09/2024,Costco Vaughan Wet,3571.0,900,USD 24156.00,08/12/2024,"33,286.97",48.31,0.00,Claudia Ramirez,"35,992.67","1,906.99",08/20/2024,Net 30,,United States Dollar,"100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",0.73,No,1.38,Yes,"33,286.97",0.0,"33,286.97",Costco Vaughan Wet,0.0,USD 0.00,005720730516,,
