Status,job,Supplier,Customer,Expense,Income,Profit,Customer:Account Number,Date,Due Date,End Date,Employee
Closed,2047,ASOGUABO,"Chiovitti Banana Co., Ltd",25990.07,26935.38,945.31,C00004,3/2/2022,3/30/2022,11/9/2022,Jennie Coleman
Closed,2048,ASOGUABO,MIXED Chiov Gambles,27645.62,30391.47,2745.85,,3/2/2022,4/1/2022,11/9/2022,Jennie Coleman
Closed,2049,ASOGUABO,Courchesne Larose,27390.49,28856.57,1466.08,C00007,3/2/2022,3/31/2022,11/9/2022,Jennie Coleman
Closed,2050,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,26943.88,31680,4736.12,C00024/001,3/2/2022,3/31/2022,11/9/2022,Jennie Coleman
Closed,2051,COQUIMBA,"Chiovitti Banana Co., Ltd",24430.26,26894.47,2464.21,C00004,2/23/2022,4/1/2022,11/9/2022,Karyne Manseau
Closed,2052,COQUIMBA,"Chiovitti Banana Co., Ltd",25969.84,26810.49,840.65,C00004,3/2/2022,4/4/2022,11/9/2022,Jennie Coleman
Closed,2053,ASOGUABO,Costco Vaughan Wet,28265.51,30385.06,2119.55,C00006/004,3/2/2022,4/4/2022,11/9/2022,Jennie Coleman
Closed,2054,ASOGUABO,Costco Vaughan Wet,27679.44,30385.06,2705.62,C00006/004,3/2/2022,4/1/2022,11/9/2022,Jennie Coleman
Closed,2055,ASOGUABO,"Chiovitti Banana Co., Ltd",25642.08,27176.55,1534.47,C00004,3/2/2022,4/9/2022,11/9/2022,Jennie Coleman
Closed,2056,ASOGUABO,MIXED Chiov Gambles,28672.26,30391.46,1719.2,,3/2/2022,4/2/2022,11/9/2022,Jennie Coleman
Closed,2057,APPBOSA,Courchesne Larose,28521.63,30480.05,1958.42,C00007,3/2/2022,4/4/2022,11/9/2022,Jennie Coleman
Closed,2058,APPBOSA,Sobeys BCH,28597.78,31680,3082.22,C00024/001,3/2/2022,4/4/2022,11/9/2022,Jennie Coleman
Closed,2059,ASOGUABO,Costco Vaughan Wet,27323.53,30385.06,3061.53,C00006/004,3/10/2022,4/8/2022,11/9/2022,Jennie Coleman
Closed,2060,ASOGUABO,MIXED Chiov Gambles,28015.91,30524.23,2508.32,,2/23/2022,4/7/2022,11/9/2022,Jennie Coleman
Closed,2061,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,26886.5,31680,4793.5,C00024/001,3/10/2022,4/7/2022,11/9/2022,Jennie Coleman
Closed,2062,APPBOSA,Courchesne Larose,28312.98,30896.21,2583.23,C00007,3/10/2022,4/8/2022,11/9/2022,Jennie Coleman
Closed,2063,ASOGUABO,Costco Vaughan Wet,27173.96,30377.84,3203.88,C00006/004,3/24/2022,4/6/2022,11/9/2022,Jennie Coleman
Closed,2064,COQUIMBA,"Chiovitti Banana Co., Ltd",24376.68,27176.55,2799.87,C00004,2/23/2022,4/8/2022,11/9/2022,Jennie Coleman
Closed,2065,Coliman Pacific Corporation,MIXED Chiov Gambles,29491.53,28661.2,-830.33,,3/24/2022,4/22/2022,11/9/2022,Jennie Coleman
Closed,2066,ASOGUABO,Costco Vaughan Wet,27459.17,30377.84,2918.67,C00006/004,3/24/2022,4/11/2022,11/9/2022,Michelle Gubbels
Closed,2067,COQUIMBA,"Chiovitti Banana Co., Ltd",25387.78,27183.01,1795.23,C00004,3/24/2022,4/12/2022,11/9/2022,Naomi Bendayan
Closed,2068,ASOGUABO,Courchesne Larose,29199.73,30903.55,1703.82,C00007,3/24/2022,4/12/2022,11/9/2022,Naomi Bendayan
Closed,2069,APPBOSA,Sobeys BCH,28641.54,31680,3038.46,C00024/001,3/24/2022,4/9/2022,11/9/2022,Michelle Gubbels
Closed,2070,APPBOSA,MIXED Chiov Gambles,28426.38,30896.2,2469.82,,3/24/2022,4/11/2022,11/9/2022,Michelle Gubbels
Closed,2071,ASOGUABO,Costco Vaughan Wet,28013.25,30377.84,2364.59,C00006/004,3/24/2022,4/13/2022,11/9/2022,Naomi Bendayan
Closed,2072,ASOGUABO,whitby/chiovitti,27522.59,29805.9,2283.31,,3/24/2022,4/16/2022,11/9/2022,Naomi Bendayan
Closed,2073,ASOGUABO,"Chiovitti Banana Co., Ltd",24406.31,27183.01,2776.7,C00004,3/24/2022,4/18/2022,11/9/2022,Naomi Bendayan
Closed,2074,ASOGUABO,Sobeys BCH,27883.99,31680,3796.01,C00024/001,3/24/2022,4/18/2022,11/9/2022,Naomi Bendayan
Closed,2075,ASOGUABO,MIXED Chiov Gambles,26737.07,30345.47,3608.4,,3/24/2022,4/14/2022,11/9/2022,Naomi Bendayan
Closed,2076,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,26665.1,31680,5014.9,C00024/001,3/24/2022,4/14/2022,11/9/2022,Naomi Bendayan
Closed,2077,ASOGUABO,Costco Vaughan Wet,27450.67,30580.07,3129.4,C00006/004,3/24/2022,4/15/2022,11/9/2022,Naomi Bendayan
Closed,2078,Coliman Pacific Corporation,MIXED Chiov Gambles,30553.03,30949.9,396.87,,3/24/2022,4/25/2022,11/9/2022,Naomi Bendayan
Closed,2079,ASOGUABO,Costco Vaughan Wet,27661.71,30580.07,2918.36,C00006/004,3/24/2022,4/18/2022,11/9/2022,Naomi Bendayan
Closed,2080,COQUIMBA,"Chiovitti Banana Co., Ltd",24877.76,27183.01,2305.25,C00004,3/24/2022,4/14/2022,11/9/2022,Naomi Bendayan
Closed,2081,APPBOSA,Courchesne Larose,27962.07,30903.55,2941.48,C00007,3/24/2022,4/16/2022,11/9/2022,Naomi Bendayan
Closed,2082,APPBOSA,Sobeys Whitby,28514.67,32428.8,3914.13,C00025/001,3/24/2022,4/13/2022,11/9/2022,Naomi Bendayan
Closed,2083,ASOGUABO,Costco Vaughan Wet,27861.59,30580.07,2718.48,C00006/004,3/24/2022,4/21/2022,11/9/2022,Naomi Bendayan
Closed,2084,ASOGUABO,"Chiovitti Banana Co., Ltd",25451.71,27350.96,1899.25,C00004,3/24/2022,4/21/2022,11/9/2022,Naomi Bendayan
Closed,2085,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,26755.02,31680,4924.98,C00024/001,3/10/2022,4/21/2022,11/9/2022,Jennie Coleman
Closed,2086,ASOGUABO,Courchesne Larose,27652.27,31094.5,3442.23,C00007,3/24/2022,4/21/2022,11/9/2022,Naomi Bendayan
Closed,2087,ASOGUABO,Costco Vaughan Wet,27013.47,30796.74,3783.27,C00006/004,3/24/2022,4/25/2022,11/9/2022,Naomi Bendayan
Closed,2088,ASOGUABO,"Chiovitti Banana Co., Ltd",25038.03,27350.96,2312.93,C00004,3/24/2022,4/23/2022,11/9/2022,Naomi Bendayan
Closed,2089,APPBOSA,Sobeys BCH,28307.79,31680,3372.21,C00024/001,3/24/2022,4/25/2022,10/2/2023,Naomi Bendayan
Closed,2090,ASOGUABO,Costco Vaughan Wet,27337.66,30796.74,3459.08,C00006/004,3/24/2022,4/22/2022,11/9/2022,Naomi Bendayan
Closed,2091,COQUIMBA,"Chiovitti Banana Co., Ltd",25270,27555.52,2285.52,C00004,3/10/2022,4/25/2022,11/9/2022,Jennie Coleman
Closed,2092,APPBOSA,Courchesne Larose,28290.14,31327.06,3036.92,C00007,3/24/2022,4/25/2022,11/9/2022,Naomi Bendayan
Closed,2093,ASOGUABO,Sobeys Whitby,28096.03,32428.8,4332.77,C00025/001,3/30/2022,4/20/2022,11/9/2022,Michelle Gubbels
Closed,2094,Coliman Pacific Corporation,MIXED Chiov Gambles,31778.04,30903.55,-874.49,,3/31/2022,4/20/2022,11/9/2022,Michelle Gubbels
Closed,2095,C.I. AGRICOLAS LAS FLORES S.A.S.,"Chiovitti Banana Co., Ltd",27911.34,31094.5,3183.16,C00004,3/31/2022,4/23/2022,11/9/2022,Naomi Bendayan
Closed,2096,ASOGUABO,Costco Vaughan Wet,26956.82,28062.55,1105.73,C00006/004,3/31/2022,4/27/2022,11/9/2022,Naomi Bendayan
Closed,2097,ASOGUABO,Sobeys Whitby,29089.48,32394.24,3304.76,C00025/001,3/31/2022,4/27/2022,11/9/2022,Naomi Bendayan
Closed,2098,ASOGUABO,MIXED Chiov Gambles,26585.1,29096.7,2511.6,,3/31/2022,5/2/2022,11/9/2022,Naomi Bendayan
Closed,2099,APPBOSA,Sobeys BCH,28335.43,31680,3344.57,C00024/001,3/31/2022,4/29/2022,10/2/2023,Naomi Bendayan
Closed,2100,APPBOSA,Courchesne Larose,28374.68,31314.82,2940.14,C00007,3/31/2022,4/30/2022,11/9/2022,Naomi Bendayan
Closed,2101,ASOGUABO,Costco Vaughan Wet,27490.32,30929.15,3438.83,C00006/004,3/31/2022,5/3/2022,11/9/2022,Naomi Bendayan
Closed,2102,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,26795.87,31314.82,4518.95,C00007,3/31/2022,4/29/2022,3/30/2023,Naomi Bendayan
Closed,2103,COQUIMBA,"Chiovitti Banana Co., Ltd",24243.16,27624.43,3381.27,C00004,3/31/2022,4/28/2022,11/9/2022,Naomi Bendayan
Closed,2104,ASOGUABO,Sobeys BCH,26423.77,28314,1890.23,C00024/001,3/31/2022,5/2/2022,11/9/2022,Naomi Bendayan
Closed,2105,ASOGUABO,Costco Vaughan Wet,27783.84,30869.34,3085.5,C00006/004,3/31/2022,5/5/2022,11/9/2022,Naomi Bendayan
Closed,2106,ASOGUABO,MIXED Chiov Gambles,28055.45,30937.82,2882.37,,3/31/2022,4/29/2022,11/9/2022,Naomi Bendayan
Closed,2107,ASOGUABO,Costco Vaughan Wet,27794.34,29636.66,1842.32,C00006/004,4/6/2022,5/7/2022,11/9/2022,Naomi Bendayan
Closed,2108,ASOGUABO,Courchesne Larose,29125.02,31358.88,2233.86,C00007,4/7/2022,5/4/2022,11/9/2022,Naomi Bendayan
Closed,2109,ASOGUABO,MIXED Chiov Gambles,26449.25,28932.32,2483.07,,4/7/2022,5/5/2022,11/9/2022,Naomi Bendayan
Closed,2110,APPBOSA,Sobeys BCH,28507.51,31680,3172.49,C00024/001,4/7/2022,5/5/2022,11/9/2022,Naomi Bendayan
Closed,2111,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,26998.79,31358.88,4360.09,C00007,4/7/2022,5/4/2022,11/9/2022,Naomi Bendayan
Closed,2113,ASOGUABO,Costco Vaughan Wet,27959.34,31326.39,3367.05,C00006/004,4/7/2022,5/10/2022,11/9/2022,Naomi Bendayan
Closed,2114,COQUIMBA,"Chiovitti Banana Co., Ltd",25226.37,27915.12,2688.75,C00004,4/7/2022,5/9/2022,11/9/2022,Naomi Bendayan
Closed,2115,APPBOSA,Sobeys BCH,28799.34,31680,2880.66,C00024/001,4/7/2022,5/9/2022,11/9/2022,Naomi Bendayan
Closed,2116,ASOGUABO,Costco Vaughan Wet,28450.4,31391.39,2940.99,C00006/004,4/7/2022,5/12/2022,11/9/2022,Naomi Bendayan
Closed,2117,ASOGUABO,MIXED Chiov Gambles,27007.43,28174.38,1166.95,,4/7/2022,5/9/2022,11/9/2022,Naomi Bendayan
Closed,2118,ASOGUABO,Courchesne Larose,27971.86,31535.14,3563.28,C00007,4/7/2022,5/7/2022,11/9/2022,Naomi Bendayan
Closed,2119,COQUIMBA,"Chiovitti Banana Co., Ltd",24183.33,27738.56,3555.23,C00004,4/11/2022,5/7/2022,11/9/2022,Michelle Gubbels
Closed,2120,ASOGUABO,Costco Vaughan Wet,27868.75,29526.23,1657.48,C00006/004,4/13/2022,5/17/2022,11/9/2022,Yohann Dambas
Closed,2121,ASOGUABO,Whitby/Chiovitti,29429.78,32068.87,2639.09,,4/13/2022,5/14/2022,11/9/2022,Yohann Dambas
Closed,2122,APPBOSA,Sobeys BCH,28916.34,31680,2763.66,C00024/001,4/13/2022,5/12/2022,11/9/2022,Naomi Bendayan
Closed,2123,COQUIMBA,"Chiovitti Banana Co., Ltd",25117.22,28076.62,2959.4,C00004,4/13/2022,5/12/2022,11/9/2022,Naomi Bendayan
Closed,2124,APPBOSA,Courchesne Larose,28402.8,31750.56,3347.76,C00007,4/13/2022,5/11/2022,11/9/2022,Naomi Bendayan
Closed,2125,ASOGUABO,Costco Vaughan Wet,27772.83,31184.35,3411.52,C00006/004,4/13/2022,5/14/2022,11/9/2022,Naomi Bendayan
Closed,2126,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,27546.34,31708.94,4162.6,C00007,4/13/2022,5/13/2022,11/9/2022,Naomi Bendayan
Closed,2127,ASOGUABO,MIXED Chiov Gambles,24891.83,26605.2,1713.37,,4/13/2022,5/12/2022,11/9/2022,Naomi Bendayan
Closed,2128,ASOGUABO,"Chiovitti Banana Co., Ltd",25590.86,27751.48,2160.62,C00004,4/13/2022,5/16/2022,11/9/2022,Naomi Bendayan
Closed,2129,APPBOSA,Chiovitti/Sobeys BCH,29306.74,32068.87,2762.13,,4/13/2022,5/13/2022,11/9/2022,Naomi Bendayan
Closed,2130,ASOGUABO,Costco Vaughan Wet,28047.56,30837.67,2790.11,C00006/004,4/13/2022,5/19/2022,11/9/2022,Naomi Bendayan
Closed,2131,ASOGUABO,MIXED Chiov Gambles,28038.34,30945.45,2907.11,,4/13/2022,5/14/2022,11/9/2022,Naomi Bendayan
Closed,2132,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,31117.69,31680,562.31,C00024/001,4/13/2022,5/20/2022,11/9/2022,Naomi Bendayan
Closed,2133,ASOGUABO,Sobeys Whitby,30333.23,31931.78,1598.55,C00025/001,4/20/2022,5/18/2022,11/9/2022,David Melo
Closed,2134,ASOGUABO,Costco Vaughan Wet,28916.92,30885.82,1968.9,C00006/004,4/20/2022,5/21/2022,11/9/2022,David Melo
Closed,2135,ASOGUABO,MIXED Chiov Gambles,26727.09,28947.77,2220.68,,4/20/2022,5/20/2022,11/9/2022,David Melo
Closed,2136,APPBOSA,Courchesne Larose,28715.23,31405.4,2690.17,C00007,4/20/2022,5/20/2022,11/9/2022,David Melo
Closed,2137,COQUIMBA,"Chiovitti Banana Co., Ltd",25506.81,27581.37,2074.56,C00004,4/20/2022,5/19/2022,11/9/2022,David Melo
Closed,2138,APPBOSA,Costco Vaughan Wet,27945.82,30878.6,2932.78,C00006/004,4/20/2022,5/24/2022,11/9/2022,David Melo
Closed,2139,ASOGUABO,Whitby/Chiovitti,29152.12,31917.1,2764.98,,4/20/2022,5/21/2022,11/9/2022,David Melo
Closed,2140,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,28003,31405.4,3402.4,C00007,4/20/2022,5/21/2022,11/9/2022,David Melo
Closed,2141,ASOGUABO,"Chiovitti Banana Co., Ltd",24723.86,26530.96,1807.1,C00004,4/20/2022,5/21/2022,11/9/2022,David Melo
Closed,2142,APPBOSA,Sobeys BCH,29119.93,31680,2560.07,C00024/001,4/20/2022,5/23/2022,10/2/2023,David Melo
Closed,2143,ASOGUABO,Costco Vaughan Wet,28202.41,30796.74,2594.33,C00006/004,4/20/2022,5/26/2022,11/9/2022,David Melo
Closed,2144,ASOGUABO,MIXED Chiov Gambles,28459.04,30649.21,2190.17,,4/20/2022,5/23/2022,11/9/2022,David Melo
Closed,2145,ASOGUABO,Costco Vaughan Wet,29054.98,30666.74,1611.76,C00006/004,4/27/2022,5/28/2022,11/9/2022,David Melo
Closed,2146,ASOGUABO,Whitby/Chiovitti,28290.45,29986.78,1696.33,,4/27/2022,5/26/2022,11/9/2022,David Melo
Closed,2147,ASOGUABO,MIXED Chiov Gambles,26713.81,28864.28,2150.47,,4/27/2022,5/26/2022,11/9/2022,David Melo
Closed,2148,APPBOSA,Sobeys BCH,28830.23,31680,2849.77,C00024/001,4/27/2022,5/26/2022,10/2/2023,David Melo
Closed,2149,COQUIMBA,"Chiovitti Banana Co., Ltd",25507.21,27428.48,1921.27,C00004,4/27/2022,5/27/2022,11/9/2022,David Melo
Closed,2150,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,27953.77,30996.58,3042.81,C00007,4/27/2022,5/30/2022,11/9/2022,David Melo
Closed,2151,APPBOSA,Costco Vaughan Wet,28014.43,30450.06,2435.63,C00006/004,4/27/2022,5/31/2022,11/9/2022,David Melo
Closed,2152,ASOGUABO,"Chiovitti Banana Co., Ltd",25737.83,27264.83,1527,C00004,4/27/2022,5/30/2022,11/9/2022,David Melo
Closed,2153,APPBOSA,Courchesne Larose,28678.65,31424.98,2746.33,C00007,4/27/2022,5/25/2022,11/9/2022,David Melo
Closed,2154,ASOGUABO,Costco Vaughan Wet,28203.77,30428.39,2224.62,C00006/004,4/27/2022,6/2/2022,11/9/2022,David Melo
Closed,2155,ASOGUABO,MIXED Chiov Gambles,28496.55,30250.23,1753.68,,4/27/2022,5/30/2022,11/9/2022,David Melo
Closed,2156,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28324.82,31680,3355.18,C00024/001,4/27/2022,5/30/2022,11/9/2022,David Melo
Closed,2157,ASOGUABO,Whitby/Chiovitti,28896.69,29776.83,880.14,,5/4/2022,6/2/2022,11/9/2022,David Melo
Closed,2158,ASOGUABO,Costco Vaughan Wet,29133.98,30283.94,1149.96,C00006/004,5/4/2022,6/4/2022,11/9/2022,David Melo
Closed,2159,COQUIMBA,"Chiovitti Banana Co., Ltd",25645.34,27124.87,1479.53,C00004,5/4/2022,6/2/2022,11/9/2022,David Melo
Closed,2160,ASOGUABO,MIXED Chiov Gambles,27152.87,28424.27,1271.4,,5/4/2022,6/2/2022,11/9/2022,David Melo
Closed,2161,APPBOSA,Sobeys BCH,28977.21,31680,2702.79,C00024/001,5/4/2022,6/2/2022,11/9/2022,David Melo
Closed,2162,ASOGUABO,Whitby/Chiovitti,28935.99,31611.1,2675.11,,5/4/2022,6/4/2022,11/9/2022,David Melo
Closed,2163,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,27615.8,30756.67,3140.87,C00007,5/4/2022,6/6/2022,11/9/2022,David Melo
Closed,2164,APPBOSA,Costco Vaughan Wet,28301.49,30226.16,1924.67,C00006/004,5/4/2022,6/7/2022,11/9/2022,David Melo
Closed,2165,ASOGUABO,"Chiovitti Banana Co., Ltd",26094.56,27053.81,959.25,C00004,5/4/2022,6/6/2022,11/9/2022,David Melo
Closed,2166,APPBOSA,Courchesne Larose,29288.43,29585.81,297.38,C00007,5/4/2022,6/3/2022,11/9/2022,David Melo
Closed,2167,ASOGUABO,Costco Vaughan Wet,28346.01,30440.43,2094.42,C00006/004,5/4/2022,6/6/2022,11/9/2022,David Melo
Closed,2168,ASOGUABO,MIXED Chiov Gambles,28549.33,30016.1,1466.77,,5/4/2022,6/6/2022,11/9/2022,David Melo
Closed,2169,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,27799.98,31680,3880.02,C00024/001,5/4/2022,6/5/2022,11/9/2022,David Melo
Closed,2170,C.I. AGRICOLAS LAS FLORES S.A.S.,Whitby/Chiovitti,28729.53,31805.71,3076.18,,5/4/2022,5/28/2022,11/9/2022,David Melo
Closed,2171,Coliman Pacific Corporation,Sobeys BCH,32815.15,31680,-1135.15,C00024/001,5/5/2022,5/16/2022,11/9/2022,David Melo
Closed,2172,ASOGUABO,Courchesne Larose,28465.35,30837.46,2372.11,C00007,5/9/2022,6/2/2022,11/9/2022,David Melo
Closed,2173,ASOGUABO,Costco Vaughan Wet,28644.02,33029.63,4385.61,C00006/004,5/11/2022,6/13/2022,11/9/2022,David Melo
Closed,2174,ASOGUABO,MIXED Chiov Gambles,27420.53,28530.33,1109.8,,5/11/2022,6/9/2022,11/9/2022,David Melo
Closed,2175,APPBOSA,Sobeys BCH,28831.64,31680,2848.36,C00024/001,5/11/2022,6/12/2022,11/9/2022,David Melo
Closed,2176,COQUIMBA,"Chiovitti Banana Co., Ltd",24841.44,27226.07,2384.63,C00004,5/11/2022,6/9/2022,11/9/2022,David Melo
Closed,2177,ASOGUABO,"Chiovitti Banana Co., Ltd",26777.01,29395.28,2618.27,C00004,5/11/2022,6/10/2022,11/9/2022,David Melo
Closed,2178,ASOGUABO,Courchesne Larose,28632.37,31478.83,2846.46,C00007,5/11/2022,6/13/2022,11/9/2022,David Melo
Closed,2179,APPBOSA,Costco Vaughan Wet,27791.55,32819,5027.45,C00006/004,5/11/2022,6/11/2022,11/9/2022,David Melo
Closed,2180,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys Whitby,27521.22,32428.8,4907.58,C00025/001,5/11/2022,6/11/2022,11/9/2022,David Melo
Closed,2181,ASOGUABO,"Chiovitti Banana Co., Ltd",25453.69,27689.03,2235.34,C00004,5/11/2022,6/13/2022,11/9/2022,David Melo
Closed,2182,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,27771.81,31680,3908.19,C00024/001,5/11/2022,6/13/2022,11/9/2022,David Melo
Closed,2183,APPBOSA,Costco Vaughan Wet,28047.96,33258.23,5210.27,C00006/004,5/11/2022,6/15/2022,11/9/2022,David Melo
Closed,2184,ASOGUABO,MIXED Chiov Gambles,28902.8,30720.87,1818.07,,5/11/2022,6/13/2022,11/9/2022,David Melo
Closed,2185,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,27495.89,31680,4184.11,C00024/001,5/11/2022,6/8/2022,11/9/2022,David Melo
Closed,2186,APPBOSA,Courchesne Larose,28763.62,30952.51,2188.89,C00007,5/12/2022,6/8/2022,11/9/2022,David Melo
Closed,2187,ASOGUABO,Costco Vaughan Wet,28376.1,33481.7,5105.6,C00006/004,5/17/2022,6/20/2022,11/9/2022,David Melo
Closed,2188,ASOGUABO,MIXED Chiov Gambles,27460.92,30053.57,2592.65,,5/17/2022,6/20/2022,11/9/2022,David Melo
Closed,2189,APPBOSA,Sobeys BCH,28988.85,31680,2691.15,C00024/001,5/17/2022,6/20/2022,11/9/2022,David Melo
Closed,2190,APPBOSA,Costco Vaughan Wet,28245.92,33209.43,4963.51,C00006/004,5/17/2022,6/22/2022,11/9/2022,David Melo
Closed,2191,COQUIMBA,"Chiovitti Banana Co., Ltd",24879.04,28068.01,3188.97,C00004,5/17/2022,6/17/2022,3/30/2023,David Melo
Closed,2192,ASOGUABO,"Chiovitti Banana Co., Ltd",26556.15,29988.84,3432.69,C00004,5/17/2022,6/17/2022,11/9/2022,David Melo
Closed,2193,APPBOSA,Costco Vaughan Wet,27729.59,33206.86,5477.27,C00006/004,5/17/2022,6/16/2022,11/9/2022,David Melo
Closed,2194,ASOGUABO,Sobeys Whitby,27932.35,32428.8,4496.45,C00025/001,5/17/2022,6/21/2022,11/9/2022,David Melo
Closed,2195,ASOGUABO,MIXED Chiov Gambles,27634.07,31141.34,3507.27,,5/17/2022,6/17/2022,11/9/2022,David Melo
Closed,2196,ASOGUABO,"Chiovitti Banana Co., Ltd",24374.64,29104.21,4729.57,C00004,5/17/2022,6/20/2022,11/9/2022,David Melo
Closed,2197,ASOGUABO,Costco Vaughan Wet,27368.72,33206.86,5838.14,C00006/004,5/17/2022,6/18/2022,11/9/2022,David Melo
Closed,2198,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,27284.16,31909.68,4625.52,C00007,5/17/2022,6/18/2022,11/9/2022,David Melo
Closed,2199,Coliman Pacific Corporation,"Chiovitti Banana Co., Ltd",27794.78,31840.01,4045.23,C00004,5/17/2022,6/24/2022,11/9/2022,David Melo
Closed,2200,ASOGUABO,Costco Vaughan Wet,28031.41,33219.7,5188.29,C00006/004,5/25/2022,6/25/2022,11/9/2022,David Melo
Closed,2201,ASOGUABO,MIXED Chiov Gambles,26835.96,31386.74,4550.78,,5/25/2022,6/23/2022,11/9/2022,David Melo
Closed,2202,COQUIMBA,"Chiovitti Banana Co., Ltd",24847.89,30047.62,5199.73,C00004,5/25/2022,6/23/2022,11/9/2022,David Melo
Closed,2203,APPBOSA,Courchesne Larose,29443.91,33168.05,3724.14,C00007,5/25/2022,6/27/2022,11/9/2022,David Melo
Closed,2204,APPBOSA,Costco Vaughan Wet,28088.93,33078.43,4989.5,C00006/004,5/25/2022,6/29/2022,11/9/2022,David Melo
Closed,2205,ASOGUABO,Sobeys BCH,28346.73,31680,3333.27,C00024/001,5/25/2022,6/23/2022,11/9/2022,David Melo
Closed,2206,APPBOSA,Costco Vaughan Wet,27779.7,33101.55,5321.85,C00006/004,5/25/2022,6/27/2022,11/9/2022,David Melo
Closed,2207,ASOGUABO,Sobeys Whitby,27875.92,33280.86,5404.94,C00025/001,5/25/2022,6/24/2022,11/9/2022,David Melo
Closed,2208,ASOGUABO,MIXED Chiov Gambles,28153.22,38999.62,10846.4,,5/25/2022,6/27/2022,11/9/2022,David Melo
Closed,2209,ASOGUABO,"Chiovitti Banana Co., Ltd",25174.76,29934.2,4759.44,C00004,5/25/2022,6/25/2022,11/9/2022,David Melo
Closed,2210,ASOGUABO,Costco Vaughan Wet,27313.88,33078.43,5764.55,C00006/004,5/25/2022,6/30/2022,11/9/2022,David Melo
Closed,2211,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,27252.46,33412.55,6160.09,C00007,5/25/2022,6/23/2022,11/9/2022,David Melo
Closed,2212,APPBOSA,Sobeys BCH,29080.46,33494.4,4413.94,C00024/001,5/25/2022,6/27/2022,11/9/2022,David Melo
Closed,2213,ASOGUABO,Costco Vaughan Wet,28503.13,33098.98,4595.85,C00006/004,6/1/2022,7/2/2022,11/9/2022,David Melo
Closed,2214,ASOGUABO,MIXED Chiov Gambles,26345.28,31135.3,4790.02,,6/1/2022,6/30/2022,11/9/2022,David Melo
Closed,2215,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,28090.37,33494.4,5404.03,C00024/001,6/1/2022,6/30/2022,11/9/2022,David Melo
Closed,2216,ASOGUABO,Costco Vaughan Wet,27588.22,33080.92,5492.7,C00006/004,6/1/2022,7/6/2022,11/9/2022,David Melo
Closed,2217,COQUIMBA,"Chiovitti Banana Co., Ltd",25232.53,29806.9,4574.37,C00004,6/1/2022,6/30/2022,11/9/2022,David Melo
Closed,2218,APPBOSA,Costco Vaughan Wet,27777.21,33098.98,5321.77,C00006/004,6/1/2022,7/4/2022,11/9/2022,David Melo
Closed,2219,ASOGUABO,"Chiovitti Banana Co., Ltd",26557.8,31475.75,4917.95,C00004,6/1/2022,7/1/2022,11/9/2022,David Melo
Closed,2220,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys Whitby,27503.42,33916.8,6413.38,C00025/001,6/1/2022,7/2/2022,11/9/2022,David Melo
Closed,2221,APPBOSA,Costco Vaughan Wet,28034.7,33355.84,5321.14,C00006/004,6/1/2022,7/7/2022,11/9/2022,David Melo
Closed,2222,ASOGUABO,"Chiovitti Banana Co., Ltd",25417.79,29825.42,4407.63,C00004,6/1/2022,7/4/2022,11/9/2022,David Melo
Closed,2223,APPBOSA,Sobeys BCH,28622.69,33494.4,4871.71,C00024/001,6/1/2022,7/8/2022,11/9/2022,David Melo
Closed,2224,ASOGUABO,MIXED Chiov Gambles,28155.03,32843.79,4688.76,,6/1/2022,7/4/2022,11/9/2022,David Melo
Closed,2225,ASOGUABO,Costco Vaughan Wet,28928.48,33309.61,4381.13,C00006/004,6/9/2022,7/9/2022,11/9/2022,David Melo
Closed,2226,ASOGUABO,MIXED Chiov Gambles,26668.53,31396.41,4727.88,,6/9/2022,7/8/2022,11/9/2022,David Melo
Closed,2227,ASOGUABO,Sobeys BCH,27980.95,32377.92,4396.97,C00024/001,6/9/2022,7/7/2022,11/9/2022,David Melo
Closed,2228,COQUIMBA,"Chiovitti Banana Co., Ltd",25031.93,30056.88,5024.95,C00004,6/8/2022,7/7/2022,11/9/2022,David Melo
