Status,Number,Seller,Carrier,Amount,Quantity,Invoiced,Departure Date,Arrival Date,Port of Arrival,Shipping Date,ISF,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Temperature,Job:Expense,Job:Income,Received Quantity,Date,Employee,Job,Weight (lb),Volume (ft³),Approved Date,Payment Terms,Incoterms,Seller Address,Exchange Rate,Reverse Exchange Rate,Paid,Amt. Before Tax (CAD),Items Amount (CAD),Pallets,Ventilation,Container#,Bill of Lading,Canadian Customs,Job:Due Date,Cornerboards Packaging,Port of Loading,Customs Clearance
Delivered,3911,ASOGUABO,Maersk,USD 12864.00,960,Yes,10/26/24,11/11/24,Philadelphia,11/16/24,Yes,"17,778.05",0,0,13.9,"27,665.71","32,345.70",960.0,10/17/24,David Melo,3911.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.72,1.38,Yes,"17,778.05","17,778.05",Tipo CHEP,25.0,MNBU3114090,MAEU245792064,<none>,11/16/24,Plastico,Puerto Bolivar,
Delivered,3836,ASOGUABO,ONE,USD 13732.57,960,Yes,10/26/24,11/6/24,Philadelphia,11/11/24,Yes,"18,978.41",0,0,13.9,"27,801.64","31,954.93",960.0,10/17/24,David Melo,3836.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.72,1.38,Yes,"18,978.41","18,978.41",Tipo CHEP,25.0,CXRU1322310,ONEYGYEE18838600,<none>,11/12/24,Plastico,Guayaquil,
Delivered,3910,ASOGUABO,ZIM,USD 13737.20,960,Yes,10/27/24,11/8/24,Philadelphia,11/14/24,Yes,"18,984.81",0,0,13.9,"29,581.26","34,697.63",960.0,10/17/24,David Melo,3910.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.72,1.38,Yes,"18,984.81","18,984.81",Tipo CHEP,25.0,ZMOU8855754,ZIMUGYL00011897,<none>,11/15/24,Plastico reciclado,Guayaquil,
Delivered,3928,ASOGUABO,ONE,USD 12946.73,906,Yes,10/26/24,11/6/24,Philadelphia,11/12/24,Yes,"17,892.37",0,0,13.9,"27,569.36","28,269.24",906.0,10/17/24,David Melo,3928.0,"36,232.62","1,919.71",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.72,1.38,Yes,"17,892.37","17,892.37",Walk Global/Escobar,25.0,SZLU9634328,ONEYGYEE18836400,<none>,11/12/24,Plastico,Guayaquil,
Delivered,3909,ASOGUABO,Seaboard,USD 13032.00,900,Yes,10/25/24,11/18/24,Houston,11/15/24,Yes,"18,010.22",0,0,13.9,"28,754.10","33,947.04",900.0,10/17/24,David Melo,3909.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.72,1.38,Yes,"18,010.22","18,010.22",Walk Global/Escobar,25.0,BMOU9245686,SMLU8288106A,<none>,10/17/24,Plastico,Guayaquil,
Delivered,3908,ASOGUABO,Maersk,USD 12718.00,900,Yes,10/26/24,11/11/24,Philadelphia,11/18/24,Yes,"17,576.28",0,0,13.9,"27,748.65","33,778.39",900.0,10/17/24,David Melo,3908.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.72,1.38,Yes,"17,576.28","17,576.28",Walk Global/Escobar,25.0,MNBU3857074,MAEU245051723,<none>,11/23/24,Plastico reciclado,Puerto Bolivar,
Delivered,3906,ASOGUABO,Maersk,USD 12672.00,900,Yes,10/26/24,11/11/24,Hueneme,11/14/24,Yes,"17,512.70",0,0,13.9,"25,600.67","31,943.69",900.0,10/17/24,David Melo,3906.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.72,1.38,Yes,"17,512.70","17,512.70",Walk Global/Escobar,25.0,MNBU0529446,MAEU244994684,<none>,11/18/24,Plastico reciclado,Puerto Bolivar,
Delivered,3905,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,10/26/24,11/11/24,Philadelphia,11/16/24,Yes,"17,537.58",0,0,13.9,"27,318.88","34,055.46",900.0,10/17/24,David Melo,3905.0,"35,991.00","1,908.00",,Due on receipt,FOB,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.72,1.38,Yes,"17,537.58","17,537.58",Walk Global/Escobar,25.0,MNBU3967981,MAEU245791982,<none>,11/20/24,Plastico,Puerto Bolivar,
Delivered,3876,C.I. LA SAMARIA S.A.S,Seaboard,USD 13440.00,960,Yes,10/17/24,10/27/24,Philadelphia,10/30/24,Yes,"18,567.36",0,0,13.9,"26,368.06","32,599.53",960.0,10/16/24,David Melo,3876.0,0,0,,,FOB,"Cra. 1 No. 22-58 Ed. Bahía Centro Piso 4, Santa Marta, Colombia",0.72,1.38,Yes,"18,567.36","18,567.36",Standard Americano,25.0,SZLU9299554,SMLU8274773A,<none>,11/5/24,Plastico,Santa Marta,Canada Inbond
Delivered,3902,Coliman Pacific Corporation,,USD 17155.20,960,Yes,10/17/24,10/19/24,,10/19/24,No,"23,519.78",0,0,13.9,"29,914.64","29,556.74",960.0,10/11/24,David Melo,3902.0,"38,392.18","2,034.12",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.37,Yes,"23,519.78","23,519.78",Chep,25.0,,,<none>,10/19/24,Plastico,"Pharr, Texas",
Delivered,3898,Surgesa S.A.,Maersk,USD 12807.00,900,Yes,10/26/24,11/11/24,Philadelphia,11/15/24,Yes,"17,558.40",0,0,13.9,"27,829.30","33,778.39",900.0,10/11/24,David Melo,3898.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.37,Yes,"17,558.40","17,558.40",Walk Global/Escobar,25.0,MSWU0111103,MAEU245591110,<none>,11/22/24,Plastico,Puerto Bolivar,
Delivered,3891,Surgesa S.A.,Maersk,USD 12807.00,900,Yes,10/26/24,11/11/24,Philadelphia,11/14/24,Yes,"17,558.40",0,0,13.9,"26,129.76","32,028.53",900.0,10/11/24,David Melo,3891.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.37,Yes,"17,558.40","17,558.40",Walk Global/Escobar,25.0,MNBU3086207,MAEU245173524,<none>,11/19/24,Plastico,Puerto Bolivar,
Delivered,3897,Marplantis Organic Sustainable Agriculture,ONE,USD 13392.00,960,Yes,10/26/24,11/13/24,Philadelphia,11/20/24,Yes,"18,360.43",0,0,13.9,"29,110.16","32,926.92",960.0,10/11/24,David Melo,3897.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"18,360.43","18,360.43",Tipo CHEP,25.0,TTNU8443045,ONEYGYEE18944400,<none>,11/17/24,Plastico,Guayaquil,
Delivered,3890,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,10/26/24,11/6/24,Philadelphia,11/11/24,Yes,"17,397.99",0,0,13.9,"27,773.66","33,922.94",900.0,10/11/24,David Melo,3890.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"17,397.99","17,397.99",Walk Global/Escobar,25.0,TTNU8965420,ONEYGYEE18796900,<none>,11/16/24,Plastico,Guayaquil,
Delivered,3888,Marplantis Organic Sustainable Agriculture,Maersk,USD 12690.00,900,Yes,10/26/24,11/11/24,Philadelphia,11/14/24,Yes,"17,397.99",0,0,13.9,"27,619.53","33,778.39",900.0,10/11/24,David Melo,3888.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"17,397.99","17,397.99",Walk Global/Escobar,25.0,MNBU3074269,MAEU245173512,<none>,11/21/24,Plastico,Puerto Bolivar,
Delivered,3889,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,Yes,10/27/24,11/8/24,Philadelphia,11/13/24,Yes,"17,397.99",0,0,13.9,"28,100.00","34,017.11",900.0,10/11/24,David Melo,3889.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"17,397.99","17,397.99",Walk Global/Escobar,25.0,ZMOU8941791,ZIMUGYL00011898,<none>,11/18/24,Plastico,Guayaquil,
Delivered,3901,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,10/24/24,11/3/24,Philadelphia,11/6/24,Yes,"18,557.86",0,0,13.9,"27,750.66","32,693.07",960.0,10/11/24,David Melo,3901.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.37,Yes,"18,557.86","18,557.86",Chep,25.0,SEGU9501656,SMLU8287705A,<none>,11/13/24,Carton,Santa Marta,
Delivered,3878,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,10/24/24,11/3/24,Philadelphia,11/6/24,Yes,"18,557.86",0,0,13.9,"27,874.64","34,377.26",960.0,10/11/24,David Melo,3878.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.37,Yes,"18,557.86","18,557.86",Chep,25.0,SZLU9301630,SMLU8287691A,<none>,11/8/24,Carton,Santa Marta,
Delivered,3900,Coliman Pacific Corporation,TQL,USD 12866.40,720,Yes,10/14/24,10/18/24,,10/18/24,No,"17,639.83",0,0,13.9,"21,914.12","22,159.54",720.0,10/11/24,David Melo,3900.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.37,Yes,"17,639.83","17,639.83",Chep,25.0,,,<none>,10/17/24,Plastico,"Pharr, Texas",
Delivered,3899,Marplantis Organic Sustainable Agriculture,Maersk,USD 13392.00,960,Yes,10/19/24,11/4/24,Philadelphia,11/6/24,Yes,"18,360.43",0,0,13.9,"28,622.30","32,622.91",960.0,10/11/24,David Melo,3899.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.37,Yes,"18,360.43","18,360.43",Tipo CHEP,25.0,MNBU0266139,MAEU245590846,<none>,11/11/24,Plastico,Puerto Bolivar,
Delivered,3886,Coliman Pacific Corporation,TQL,USD 14234.40,720,Yes,11/12/24,11/14/24,,11/14/24,No,"19,615.00",0,0,13.9,"26,017.62","28,345.03",720.0,10/10/24,David Melo,3886.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"19,615.00","19,615.00",Chep,25.0,,,<none>,11/14/24,Plastico,"Nogales, Arizona",
Delivered,3894,Coliman Pacific Corporation,Megacorp,USD 17155.20,960,Yes,11/2/24,11/6/24,,11/6/24,No,"23,639.87",0,0,13.9,"29,827.56","32,693.07",960.0,10/10/24,David Melo,3894.0,"38,392.18","2,034.12",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"23,639.87","23,639.87",Chep,25.0,,,<none>,11/6/24,Plastico,"Pharr, Texas",
Delivered,3893,Coliman Pacific Corporation,,USD 16533.00,900,Yes,11/8/24,11/12/24,,11/12/24,No,"22,782.47",0,0,13.9,"28,801.26","33,922.94",900.0,10/10/24,David Melo,3893.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"22,782.47","22,782.47",Chep,25.0,,,<none>,11/16/24,Plastico,"Pharr, Texas",
Delivered,3892,Coliman Pacific Corporation,,USD 16533.00,900,Yes,11/9/24,11/13/24,,11/13/24,No,"22,782.47",0,0,13.9,"28,885.26","34,055.46",900.0,10/10/24,David Melo,3892.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"22,782.47","22,782.47",Chep,25.0,,,<none>,11/18/24,Plastico,"Pharr, Texas",
Delivered,3887,Coliman Pacific Corporation,,USD 17001.00,900,Yes,11/7/24,11/7/24,,11/7/24,No,"23,427.38",0,0,13.9,"25,735.32","31,525.61",900.0,10/10/24,David Melo,3887.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"23,427.38","23,427.38",Chep,25.0,,,<none>,11/8/24,Plastico,"Nogales, Arizona",
Delivered,3872,Coliman Pacific Corporation,,USD 14234.40,720,Yes,11/5/24,11/7/24,,11/7/24,No,"19,615.00",0,0,13.9,"25,967.82","28,143.29",720.0,10/10/24,David Melo,3872.0,"28,794.14","1,525.59",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"19,615.00","19,615.00",Chep,25.0,,,<none>,11/8/24,Plastico,"Nogales, Arizona",
Delivered,3871,Coliman Pacific Corporation,TQL,USD 17155.20,960,Yes,11/1/24,11/4/24,,11/4/24,No,"23,639.87",0,0,13.9,"29,770.33","32,646.30",960.0,10/10/24,David Melo,3871.0,"38,392.18","2,034.12",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"23,639.87","23,639.87",Chep,25.0,,,<none>,11/4/24,Plastico,"Pharr, Texas",
Delivered,3870,Coliman Pacific Corporation,TQL,USD 16533.00,900,Yes,10/31/24,11/3/24,,11/3/24,No,"22,782.47",0,0,13.9,"28,731.52","33,609.73",900.0,10/10/24,David Melo,3870.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"22,782.47","22,782.48",Chep,25.0,,,<none>,11/7/24,Plastico,"Pharr, Texas",
Delivered,3869,Coliman Pacific Corporation,,USD 16533.00,900,Yes,11/5/24,11/9/24,,11/9/24,No,"22,782.47",0,0,13.9,"28,841.19","33,682.01",900.0,10/10/24,David Melo,3869.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"22,782.47","22,782.47",Chep,25.0,,,<none>,11/13/24,Plastico,"Pharr, Texas",
Delivered,3868,Coliman Pacific Corporation,Megacorp,USD 16533.00,900,Yes,10/29/24,11/2/24,,11/2/24,No,"22,782.47",0,0,13.9,"28,748.67","33,682.01",900.0,10/10/24,David Melo,3868.0,"35,992.67","1,906.99",,,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"22,782.47","22,782.47",Chep,25.0,,,<none>,11/6/24,Plastico,"Pharr, Texas",
Delivered,3867,Coliman Pacific Corporation,Megacorp,USD 16533.00,900,Yes,10/29/24,11/2/24,,11/2/24,No,"22,782.47",0,0,13.9,"28,757.67","33,585.64",900.0,10/10/24,David Melo,3867.0,"35,992.67","1,906.99",,Due on receipt,FOB,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",0.73,1.38,Yes,"22,782.47","22,782.47",Chep,25.0,,,<none>,11/5/24,Carton,"Pharr, Texas",
Delivered,3881,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,10/19/24,11/4/24,Philadelphia,11/11/24,Yes,"17,577.61",0,0,13.9,"27,722.75","33,922.94",900.0,10/9/24,David Melo,3881.0,0,"1,908.00",,,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.73,1.37,Yes,"17,577.61","17,577.61",Walk Global/Escobar,25.0,MWCU5263134,MAEU245051484,<none>,11/15/24,Plastico,Puerto Bolivar,
Delivered,3883,APPBOSA,Maersk,USD 13296.00,960,Yes,10/26/24,11/11/24,Philadelphia,11/18/24,Yes,"18,248.76",0,0,13.9,"27,439.60","32,183.50",960.0,10/9/24,David Melo,3883.0,"38,392.18","2,034.12",,,FOB,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",0.73,1.37,Yes,"18,248.76","18,248.76",Chep,25.0,MNBU3380309,MAEU245618546,<none>,11/15/24,Plastico,Paita,
Delivered,3884,COQUIMBA,Maersk,USD 9724.80,960,Yes,10/26/24,11/6/24,Philadelphia,11/7/24,Yes,"13,347.29",0,"6,739.28",13.9,"25,237.82","29,743.63",960.0,10/9/24,David Melo,3884.0,"38,392.18","2,034.12",,,FOB,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.37,No,"13,347.29","13,347.29",Standard Americano,25.0,MNBU3637790,MAEU245539355,<none>,11/10/24,Plastico,Puerto Cortes,
Delivered,3882,Latbio S.A.,Maersk,USD 12690.00,900,Yes,10/19/24,11/4/24,Philadelphia,11/8/24,Yes,"17,417.03",0,0,13.9,"27,154.32","33,644.08",900.0,10/9/24,David Melo,3882.0,"35,992.67","1,906.99",,Net 10,FOB,"10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",0.73,1.37,Yes,"17,417.03","17,417.03",Walk Global/Escobar,25.0,MNBU3212856,MAEU245303258,<none>,11/13/24,Plastico reciclado,Puerto Bolivar,
Delivered,3856,ASOGUABO,ONE,USD 10752.00,960,Yes,10/19/24,10/30/24,Philadelphia,11/4/24,Yes,"14,757.12",0,0,13.9,"24,997.67","29,722.31",960.0,10/9/24,David Melo,3856.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"14,757.12","14,757.12",Tipo CHEP,25.0,SEGU9183200,ONEYGYEE18186900,<none>,11/5/24,Plastico reciclado,Guayaquil,
Delivered,3895,ASOGUABO,Seaboard,USD 13161.60,960,Yes,10/18/24,10/28/24,Philadelphia,11/9/24,Yes,"18,064.29",0,0,13.9,"28,119.87","32,047.06",960.0,10/9/24,David Melo,3895.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,064.29","18,064.29",Tipo CHEP,25.0,BMOU9306523,SMLU8274273A,<none>,10/30/24,Plastico reciclado,Guayaquil,
Delivered,3885,ASOGUABO,Maersk,USD 12861.87,960,Yes,10/19/24,11/4/24,Philadelphia,11/9/24,Yes,"17,652.91",0,0,13.9,"27,613.24","32,047.06",960.0,10/9/24,David Melo,3885.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,652.91","17,652.91",Tipo CHEP,25.0,MNBU0094066,MAEU245474036,<none>,11/9/24,Plastico reciclado,Puerto Bolivar,
Delivered,3874,ASOGUABO,Maersk,USD 13461.33,960,Yes,10/19/24,11/4/24,Philadelphia,11/11/24,Yes,"18,475.68",0,0,13.9,"26,548.77","31,886.35",960.0,10/9/24,David Melo,3874.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"18,475.68","18,475.68",,25.0,MNBU4138250,MAEU244767046,<none>,11/8/24,Plastico reciclado,Puerto Bolivar,
Delivered,3880,ASOGUABO,Maersk,USD 12708.00,900,Yes,10/19/24,11/4/24,Philadelphia,11/7/24,Yes,"17,441.73",0,0,13.9,"27,645.79","33,922.94",900.0,10/9/24,David Melo,3880.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,441.73","17,441.73",Walk Global/Escobar,25.0,MNBU3038512,MAEU244994425,<none>,11/15/24,Plastico reciclado,Puerto Bolivar,
Delivered,3879,ASOGUABO,Maersk,USD 12708.20,900,Yes,10/19/24,11/5/24,Hueneme,11/7/24,Yes,"17,442.00",0,0,13.9,"25,558.31","31,525.61",900.0,10/9/24,David Melo,3879.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,442.00","17,442.00",Walk Global/Escobar,25.0,MNBU4059079,MAEU245051701,<none>,11/11/24,Plastico reciclado,Puerto Bolivar,
Delivered,3877,ASOGUABO,Maersk,USD 12708.00,900,Yes,10/19/24,11/4/24,Philadelphia,11/9/24,Yes,"17,441.73",0,0,13.9,"27,299.41","33,682.01",900.0,10/9/24,David Melo,3877.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,441.73","17,441.73",Walk Global/Escobar,25.0,MNBU3927530,MAEU244994361,<none>,11/12/24,Plastico reciclado,Puerto Bolivar,
Delivered,3875,ASOGUABO,Seaboard,USD 13023.00,900,Yes,10/18/24,10/28/24,Philadelphia,10/31/24,Yes,"17,874.07",0,0,13.9,"27,566.30","33,657.92",900.0,10/9/24,David Melo,3875.0,"35,992.67","1,906.99",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.73,1.37,Yes,"17,874.07","17,874.07",Walk Global/Escobar,25.0,SMLU5455782,SMLU8274237A,<none>,11/2/24,Plastico reciclado,Guayaquil,
Delivered,3873,COQUIMBA,Maersk,USD 9724.80,960,Yes,10/19/24,10/28/24,Philadelphia,11/4/24,Yes,"13,245.18",0,"6,666.35",13.9,"24,934.74","29,786.28",960.0,10/7/24,David Melo,3873.0,"38,392.18","2,034.12",,,FOB,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",0.73,1.36,No,"13,245.18","13,245.18",Standard Americano,25.0,MNBU4439654,MAEU245415028,<none>,11/2/24,Plastico,Puerto Cortes,
Delivered,3863,Surgesa S.A.,ONE,USD 13095.00,900,Yes,10/19/24,10/30/24,Philadelphia,11/4/24,Yes,"17,835.39",0,0,13.9,"28,156.87","33,609.74",900.0,10/7/24,David Melo,3863.0,"35,992.67","1,906.99",,,FOB,"Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",0.73,1.36,Yes,"17,835.39","17,835.39",Walk Global/Escobar,25.0,KKFU6761480,ONEYGYEE17996300,<none>,11/11/24,Plastico,Guayaquil,
Delivered,3862,Marplantis Organic Sustainable Agriculture,Seaboard,USD 13392.00,960,Yes,10/18/24,10/28/24,Philadelphia,10/31/24,Yes,"18,239.90",0,0,13.9,"28,684.73","34,426.55",960.0,10/7/24,David Melo,3862.0,"38,390.40",0,,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.36,Yes,"18,239.90","18,239.90",Tipo CHEP,25.0,SEGU9884160,SMLU8273949A,<none>,11/1/24,Plastico,Guayaquil,
Delivered,3866,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,10/19/24,10/30/24,Philadelphia,11/4/24,Yes,"17,283.78",0,0,13.9,"27,824.60","33,609.74",900.0,10/7/24,David Melo,3866.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.36,Yes,"17,283.78","17,283.78",Walk Global/Escobar,25.0,TCLU1350974,ONEYGYEE17912500,<none>,11/11/24,Plastico,Guayaquil,
Delivered,3865,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,10/19/24,10/30/24,Philadelphia,11/4/24,Yes,"17,283.78",0,0,13.9,"27,451.00","33,609.74",900.0,10/7/24,David Melo,3865.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.36,Yes,"17,283.78","17,283.78",Walk Global/Escobar,25.0,SEGU9061069,ONEYGYEE17914700,<none>,11/9/24,Plastico,Guayaquil,
Delivered,3864,Marplantis Organic Sustainable Agriculture,Seaboard,USD 12690.00,900,Yes,10/18/24,10/28/24,Philadelphia,11/3/24,Yes,"17,283.78",0,0,13.9,"27,526.15","33,633.83",900.0,10/7/24,David Melo,3864.0,"35,992.67","1,906.99",,,FOB,"DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",0.73,1.36,Yes,"17,283.78","17,283.78",Walk Global/Escobar,25.0,SEKU9119870,SMLU8273952A,<none>,11/4/24,Plastico,Guayaquil,
Delivered,3860,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,10/17/24,10/27/24,Philadelphia,11/1/24,Yes,"18,436.03",0,0,13.9,"26,208.87","32,309.22",960.0,10/7/24,David Melo,3860.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.36,Yes,"18,436.03","18,436.03",Chep,25.0,TEMU9750721,SMLU8276002A,<none>,11/20/24,Carton,Santa Marta,
Delivered,3859,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,10/17/24,10/27/24,Philadelphia,10/30/24,Yes,"18,436.03",0,0,13.9,"26,741.24","31,909.21",960.0,10/7/24,David Melo,3859.0,"38,392.18","2,034.12",,,FOB,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",0.73,1.36,Yes,"18,436.03","18,436.03",Chep,25.0,BMOU9891691,SMLU8276001A,<none>,11/4/24,Carton,Santa Marta,
Delivered,3829,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,10/19/24,11/4/24,Philadelphia,11/7/24,Yes,"17,290.13",0,0,13.9,"25,869.74","31,789.26",900.0,10/4/24,David Melo,3829.0,"35,991.00","1,908.00",,Due on receipt,,"Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",0.73,1.36,Yes,"17,290.13","17,290.13",Walk Global/Escobar,25.0,MNBU4260479,MAEU245303280,<none>,11/7/24,Plastico,Puerto Bolivar,
Delivered,3837,ASOGUABO,Seaboard,USD 10752.00,960,Yes,10/11/24,10/21/24,Philadelphia,10/28/24,Yes,"14,590.46",0,0,13.9,"24,256.55","29,530.42",960.0,10/3/24,David Melo,3837.0,"38,392.18","2,034.12",,Due on receipt,FOB,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",0.74,1.36,Yes,"14,590.46","14,590.46",Tipo CHEP,25.0,SEKU9367330,SMLU8260136A,<none>,10/24/24,Plastico reciclado,Guayaquil,
Delivered,3834,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,10/12/24,10/28/24,Philadelphia,11/5/24,Yes,"17,379.10",0,0,13.9,"27,527.31","33,609.74",900.0,10/3/24,David Melo,3834.0,0,"1,908.00",,,FOB,"Luque 127 y Pedro Carbo, Guayaquil, Ecuador",0.74,1.36,Yes,"17,379.10","17,379.10",Walk Global/Escobar,25.0,MNBU3709272,MAEU244994509,<none>,11/9/24,Plastico,Puerto Bolivar,
