"Status","Number","Release Date","Released to","Pieces","Weight (lb)","Volume (ft³)","Creation Date","Issued By","Income (CAD)","Expense (CAD)","Balance (CAD)","Transactions Balance (CAD)","Division","Exclude From Tracking","Volume weight (Vlb)","Employee","PRO Number","Tracking Number","Driver's Name","Driver's License Number","Notes","Is Liquidated","Carrier","Delivery Date","POD Received By","POD Comments","Entry Number","G.O. Number","C.F.S. Number","Commodities Description","Issued By Address","Release to Address","Has Transactions","Purchase Order Number","Attachments","Online","Billing Client","Template Name","Online Creator","VIN","Is Printed","Last Event","Task Type","Task Employee","Task Status","Task Subject","Task Notes","Purchase Order","Delivery date","Lot Number","Container#"
"Delivered","4319","05/17/2024","Courchesne Larose","1","3,747.86","2,359.59","05/16/2024","Equifruit, Inc.","33,032.07","0.00","33,032.07","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740507480",,,
"Delivered","4334BCH","05/16/2024","Sobeys BCH","672","26,874.53","1,423.89","05/15/2024","Equifruit, Inc.","21,906.82","0.00","21,906.82","0.00",,"No","14,822.15","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566696071",,,"MNBU3761563"
"Delivered","4334QC","05/16/2024","Sobeys Quebec City","288","11,517.65","610.24","05/15/2024","Equifruit, Inc.","9,388.64","0.00","9,388.64","0.00",,"No","6,352.35","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566696076",,,"MNBU3761563"
"Delivered","4327","05/16/2024","Courchesne Larose","1","3,747.86","2,359.59","05/15/2024","Equifruit, Inc.","32,983.85","0.00","32,983.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740507472",,,
"Delivered","4329C","05/16/2024","Chiovitti Banana Co., Ltd","912","36,472.57","1,932.42","05/15/2024","Equifruit, Inc.","27,734.50","0.00","27,734.50","0.00",,"No","20,115.78","Claudia Ramirez",,,,,,"No","Holt",,,,,,,"Banano Cavendish Convencional Fairtrade con etiqueta","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242738",,,
"Delivered","4329F","05/15/2024","Four Seasons","48","1,919.61","101.71","05/14/2024","Equifruit, Inc.","1,402.73","0.00","1,402.73","0.00",,"No","1,058.73","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Convencional Fairtrade con etiqueta","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","400 Wabash Road, Ephrata, PA 17522. United States","No",,"No","No","Four Seasons",,,,"No",,,,,,,"1782653",,,
"Delivered","4317","05/15/2024","Top Banana","1","3,747.86","2,359.59","05/15/2024","Equifruit, Inc.","31,289.83","0.00","31,289.83","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","415 NYC Terminal Market, Bronx, NY 10474. United States","No",,"No","No","Top Banana",,,,"No",,,,,,,"051524",,,"MNBU3530306"
"Delivered","4315","05/15/2024","Krown Produce  Fresh At Its Best™","1","3,747.86","2,359.59","05/14/2024","Equifruit, Inc.","31,030.52","0.00","31,030.52","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","CTX",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","No",,"No","No","Krown Produce  Fresh At Its Best™",,,,"No",,,,,,,"AL2625",,,"SEKU9348048"
"Delivered","4310","05/14/2024","Krown Produce  Fresh At Its Best™","1","3,747.86","2,359.59","05/13/2024","Equifruit, Inc.","31,030.52","0.00","31,030.52","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","CTX",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","No",,"No","No","Krown Produce  Fresh At Its Best™",,,,"No",,,,,,,"AL2624",,,"SEKU9154844"
"Delivered","4301","05/14/2024","Courchesne Larose","1","3,747.86","2,359.59","05/13/2024","Equifruit, Inc.","33,836.81","0.00","33,836.81","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"2457526",,,
"Delivered","4306","05/13/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/10/2024","Equifruit, Inc.","29,279.58","0.00","29,279.58","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242731",,,
"Delivered","4309BCH","05/13/2024","Sobeys BCH","672","26,874.53","1,423.89","05/10/2024","Equifruit, Inc.","21,970.88","0.00","21,970.88","0.00",,"No","14,822.15","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566696070",,,"SUDU8166281"
"Delivered","4309QC","05/13/2024","Sobeys Quebec City","288","11,517.65","610.24","05/10/2024","Equifruit, Inc.","9,416.09","0.00","9,416.09","0.00",,"No","6,352.35","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566696075",,,"SUDU8166281"
"Delivered","4364","05/13/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/10/2024","Equifruit, Inc.","32,111.39","0.00","32,111.39","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Megacorp",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242734",,,
"Delivered","4395","05/13/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/13/2024","Equifruit, Inc.","32,983.85","0.00","32,983.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Megacorp",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242733",,,
"Delivered","4298","05/12/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/10/2024","Equifruit, Inc.","32,983.85","0.00","32,983.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242730",,,
"Delivered","4305","05/12/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/10/2024","Equifruit, Inc.","32,111.39","0.00","32,111.39","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242732",,,
"Delivered","4311","05/12/2024","Courchesne Larose","1","3,747.86","2,359.59","05/10/2024","Equifruit, Inc.","32,983.85","0.00","32,983.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740430113",,,
"Delivered","4304","05/11/2024","Courchesne Larose","1","3,747.86","2,359.59","05/10/2024","Equifruit, Inc.","32,983.85","0.00","32,983.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740430107",,,
"Delivered","4303","05/11/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/10/2024","Equifruit, Inc.","32,983.85","0.00","32,983.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242605",,,
"Delivered","4308BCH","05/10/2024","Sobeys BCH","672","26,874.53","1,423.89","05/09/2024","Equifruit, Inc.","21,970.88","0.00","21,970.88","0.00",,"No","14,822.15","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566696069",,,"TTNU8267223"
"Delivered","4308QC","05/10/2024","Sobeys Quebec City","288","11,517.65","610.24","05/09/2024","Equifruit, Inc.","9,416.09","0.00","9,416.09","0.00",,"No","6,352.35","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566696074",,,"TTNU8267223"
"Delivered","4270C2","05/10/2024","Charlies Seattle","432","17,276.48","0.00","05/07/2024","Equifruit, Inc.","14,153.77","0.00","14,153.77","0.00",,"No","0.00","Claudia Ramirez",,,,,,"No","Ulloa Transport",,,,,,,"Banano Cavendish Organico Faitrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","No",,"No","No","Charlies Seattle",,,,"No",,,,,,,"6927841",,,"OTPU6301492"
"Delivered","4295","05/10/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/09/2024","Equifruit, Inc.","32,983.85","0.00","32,983.85","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242603",,,
"Delivered","4300","05/10/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/09/2024","Equifruit, Inc.","32,111.39","0.00","32,111.39","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242604",,,
"Delivered","4270C3","05/10/2024","Charlies Los Angeles","48","1,919.61","0.00","05/07/2024","Equifruit, Inc.","1,576.08","0.00","1,576.08","0.00",,"No","0.00","Claudia Ramirez",,,,,,"No","Megacorp",,,,,,,"Banano Cavendish Organico Faitrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5301 Rivergrade Road, Irwindale, CA 91706. United States","No",,"No","No","Charlies Los Angeles",,,,"No",,,,,,,"4219859",,,"OTPU6301492"
"Delivered","4296","05/09/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/08/2024","Equifruit, Inc.","33,080.29","0.00","33,080.29","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242601",,,
"Delivered","4294","05/09/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/08/2024","Equifruit, Inc.","33,080.29","0.00","33,080.29","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242602",,,
"Delivered","4278","05/09/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/08/2024","Equifruit, Inc.","29,343.60","0.00","29,343.60","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242600",,,
"Delivered","4297","05/09/2024","Courchesne Larose","1","3,747.86","2,359.59","05/08/2024","Equifruit, Inc.","33,080.29","0.00","33,080.29","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740430100",,,
"Delivered","4270C1","05/08/2024","Charlies Seattle","480","19,196.09","0.00","05/06/2024","Equifruit, Inc.","15,795.19","0.00","15,795.19","0.00",,"No","0.00","Claudia Ramirez",,,,,,"No",,,,,,,,"Banano Cavendish Organico Faitrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","No",,"No","No","Charlies Seattle",,,,"No",,,,,,,"6927826",,,"OTPU6301492"
"Delivered","4269BCH","05/08/2024","Sobeys BCH","672","26,874.53","1,423.89","05/07/2024","Equifruit, Inc.","22,066.96","0.00","22,066.96","0.00",,"No","14,822.15","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566696068",,,"SEGU9883760"
"Delivered","4269QC","05/08/2024","Sobeys Quebec City","288","11,517.65","610.24","05/07/2024","Equifruit, Inc.","9,457.27","0.00","9,457.27","0.00",,"No","6,352.35","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566696073",,,"SEGU9883760"
"Delivered","4283","05/08/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/07/2024","Equifruit, Inc.","33,080.29","0.00","33,080.29","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242599",,,
"Delivered","4302","05/08/2024","Krown Produce  Fresh At Its Best™","1","3,747.86","2,359.59","05/08/2024","Equifruit, Inc.","31,166.23","0.00","31,166.23","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","No",,"No","No","Krown Produce  Fresh At Its Best™",,,,"No",,,,,,,"AL2557",,,"MMAU1025517"
"Delivered","4281","05/08/2024","Top Banana","1","3,747.86","2,359.59","05/07/2024","Equifruit, Inc.","31,426.67","0.00","31,426.67","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","415 NYC Terminal Market, Bronx, NY 10474. United States","No",,"No","No","Top Banana",,,,"No",,,,,,,"050824",,,"HJMU6094490"
"Delivered","4285","05/08/2024","Courchesne Larose","1","3,747.86","2,359.59","05/07/2024","Equifruit, Inc.","33,080.29","0.00","33,080.29","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740430096",,,
"Delivered","4280","05/07/2024","Krown Produce  Fresh At Its Best™","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","31,007.91","0.00","31,007.91","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","CTX",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","No",,"No","No","Krown Produce  Fresh At Its Best™",,,,"No",,,,,,,"AL2548",,,"SEKU9161186"
"Delivered","4288","05/07/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","33,080.29","0.00","33,080.29","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242470",,,
"Delivered","4276","05/07/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/06/2024","Equifruit, Inc.","32,087.98","0.00","32,087.98","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242598",,,
"Delivered","4282","05/07/2024","Courchesne Larose","1","3,747.86","2,359.59","05/06/2024","Equifruit, Inc.","33,812.15","0.00","33,812.15","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"2455060",,,
"Delivered","4254","05/06/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","29,247.57","0.00","29,247.57","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242595",,,
"Delivered","4284","05/06/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","33,152.63","0.00","33,152.63","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242597",,,
"Delivered","4256BCH","05/06/2024","Sobeys BCH","672","26,874.53","1,423.89","05/03/2024","Equifruit, Inc.","21,946.86","0.00","21,946.86","0.00",,"No","14,822.15","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566696067",,,"TEMU9464820"
"Delivered","4256QC","05/06/2024","Sobeys Quebec City","288","11,517.65","610.24","05/03/2024","Equifruit, Inc.","9,405.80","0.00","9,405.80","0.00",,"No","6,352.35","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","No",,"No","No","Sobeys Quebec City",,,,"No",,,,,,,"4566696072",,,"TEMU9464820"
"Delivered","4316","05/05/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","33,080.29","0.00","33,080.29","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242594",,,
"Delivered","4259","05/05/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","32,017.77","0.00","32,017.77","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242596",,,
"Delivered","4274","05/04/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","33,152.63","0.00","33,152.63","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242468",,,
"Delivered","4272","05/04/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","31,170.70","0.00","31,170.70","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242469",,,
"Delivered","4279","05/04/2024","Courchesne Larose","1","3,747.86","2,359.59","05/03/2024","Equifruit, Inc.","33,152.63","0.00","33,152.63","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","No",,"No","No","Courchesne Larose",,,,"No",,,,,,,"5740422718",,,
"Delivered","4287","05/03/2024","Charlies Seattle","1","3,747.86","2,359.59","05/02/2024","Equifruit, Inc.","27,618.28","0.00","27,618.28","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","TQL",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","No",,"No","No","Charlies Seattle",,,,"No",,,,,,,"6925868",,,
"Delivered","4266","05/03/2024","Chiovitti Banana Co., Ltd","1","3,747.86","2,359.59","05/02/2024","Equifruit, Inc.","33,224.96","0.00","33,224.96","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Holt",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","No",,"No","No","Chiovitti Banana Co., Ltd",,,,"No",,,,,,,"242467",,,
"Delivered","4265","05/03/2024","Krown Produce  Fresh At Its Best™","1","3,747.86","2,359.59","05/01/2024","Equifruit, Inc.","30,940.06","0.00","30,940.06","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No","Dhanoa Enterprises",,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","No",,"No","No","Krown Produce  Fresh At Its Best™",,,,"No",,,,,,,"AL2524",,,"MNBU9073486"
"Delivered","4264","05/02/2024","Top Banana","1","3,747.86","2,359.59","05/01/2024","Equifruit, Inc.","31,369.65","0.00","31,369.65","0.00",,"No","24,562.48","Claudia Ramirez",,,,,,"No",,,,,,,,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","415 NYC Terminal Market, Bronx, NY 10474. United States","No",,"No","No","Top Banana",,,,"No",,,,,,,"050224",,,"TLLU1194036"
"Delivered","4271BCH","05/02/2024","Sobeys BCH","672","26,874.53","1,423.89","05/01/2024","Equifruit, Inc.","22,026.93","0.00","22,026.93","0.00",,"No","14,822.15","Claudia Ramirez",,,,,,"No","Savoie",,,,,,,"Banano Cavendish Organico Fairtrade con banda","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","No",,"No","No","Sobeys BCH",,,,"No",,,,,,,"4566696066",,,"MNBU3732035"
